Cultivar,Block,Plant,Mat ID,Plant cycle,Date planted,Date shooting,Date harvest,Pseudostem height (cm) (shooting),Pseudostem girth (cm) (shooting),Height of following sucker (cm) (shooting),Bunch weight (kg),Number of hands,Number of fruits in bunch,Weight of fruit (g),Number of functional leaves (shooting),Number of functional leaves (harvest),Disease development time (days),Average youngest leaf spotted (between weeks 17 to 21),Data for YLS are averaged per replication (per block)
PisangCeylan,B,6,PisangCeylanB6,ratoon,NA,NA,NA,NA,NA,NA,29.32586207,14.5,NA,1.85,NA,4.5,NA,NA,
PisangCeylan,B,7,PisangCeylanB7,ratoon,NA,NA,NA,NA,NA,NA,29.32586207,14.5,NA,1.85,NA,4.5,NA,NA,
PisangCeylan,B,8,PisangCeylanB8,ratoon,NA,NA,NA,NA,NA,NA,29.32586207,14.5,NA,1.85,NA,4.5,NA,NA,
PisangCeylan,B,9,PisangCeylanB9,ratoon,NA,NA,NA,NA,NA,NA,29.32586207,14.5,NA,1.85,NA,4.5,NA,NA,
PisangCeylan,B,10,PisangCeylanB10,ratoon,NA,NA,NA,NA,NA,NA,29.32586207,14.5,NA,1.85,NA,4.5,NA,NA,
PisangCeylan,C,1,PisangCeylanC1,ratoon,NA,NA,NA,548,99.5,NA,26.63617021,15.66666667,NA,1.57,8.5,5.666666667,NA,NA,
PisangCeylan,C,2,PisangCeylanC2,ratoon,NA,NA,NA,548,99.5,NA,26.63617021,15.66666667,NA,1.57,8.5,5.666666667,NA,NA,
PisangCeylan,C,3,PisangCeylanC3,ratoon,NA,NA,NA,548,99.5,NA,26.63617021,15.66666667,NA,1.57,8.5,5.666666667,NA,NA,
PisangCeylan,C,4,PisangCeylanC4,ratoon,NA,NA,NA,548,99.5,NA,26.63617021,15.66666667,NA,1.57,8.5,5.666666667,NA,NA,
PisangCeylan,C,5,PisangCeylanC5,ratoon,NA,NA,NA,548,99.5,NA,26.63617021,15.66666667,NA,1.57,8.5,5.666666667,NA,NA,
PisangCeylan,C,6,PisangCeylanC6,ratoon,NA,NA,NA,548,99.5,NA,26.63617021,15.66666667,NA,1.57,8.5,5.666666667,NA,NA,
PisangCeylan,C,7,PisangCeylanC7,ratoon,NA,NA,NA,548,99.5,NA,26.63617021,15.66666667,NA,1.57,8.5,5.666666667,NA,NA,
PisangCeylan,C,8,PisangCeylanC8,ratoon,NA,NA,NA,548,99.5,NA,26.63617021,15.66666667,NA,1.57,8.5,5.666666667,NA,NA,
PisangCeylan,C,9,PisangCeylanC9,ratoon,NA,NA,NA,548,99.5,NA,26.63617021,15.66666667,NA,1.57,8.5,5.666666667,NA,NA,
PisangCeylan,C,10,PisangCeylanC10,ratoon,NA,NA,NA,548,99.5,NA,26.63617021,15.66666667,NA,1.57,8.5,5.666666667,NA,NA,
PisangCeylan,D,1,PisangCeylanD1,ratoon,NA,NA,NA,550,90,NA,31.54468085,15.66666667,NA,1.82,9,6.666666667,NA,NA,
PisangCeylan,D,2,PisangCeylanD2,ratoon,NA,NA,NA,550,90,NA,31.54468085,15.66666667,NA,1.82,9,6.666666667,NA,NA,
PisangCeylan,D,3,PisangCeylanD3,ratoon,NA,NA,NA,550,90,NA,31.54468085,15.66666667,NA,1.82,9,6.666666667,NA,NA,
PisangCeylan,D,4,PisangCeylanD4,ratoon,NA,NA,NA,550,90,NA,31.54468085,15.66666667,NA,1.82,9,6.666666667,NA,NA,
PisangCeylan,D,5,PisangCeylanD5,ratoon,NA,NA,NA,550,90,NA,31.54468085,15.66666667,NA,1.82,9,6.666666667,NA,NA,
PisangCeylan,D,6,PisangCeylanD6,ratoon,NA,NA,NA,550,90,NA,31.54468085,15.66666667,NA,1.82,9,6.666666667,NA,NA,
PisangCeylan,D,7,PisangCeylanD7,ratoon,NA,NA,NA,550,90,NA,31.54468085,15.66666667,NA,1.82,9,6.666666667,NA,NA,
PisangCeylan,D,8,PisangCeylanD8,ratoon,NA,NA,NA,550,90,NA,31.54468085,15.66666667,NA,1.82,9,6.666666667,NA,NA,
PisangCeylan,D,9,PisangCeylanD9,ratoon,NA,NA,NA,550,90,NA,31.54468085,15.66666667,NA,1.82,9,6.666666667,NA,NA,
PisangCeylan,D,10,PisangCeylanD10,ratoon,NA,NA,NA,550,90,NA,31.54468085,15.66666667,NA,1.82,9,6.666666667,NA,NA,
FHIA18,A,1,FHIA18A1,ratoon,NA,NA,NA,400,98,NA,27.54782609,11.5,NA,2.18,6,5.5,NA,NA,
FHIA18,A,2,FHIA18A2,ratoon,NA,NA,NA,400,98,NA,27.54782609,11.5,NA,2.18,6,5.5,NA,NA,
FHIA18,A,3,FHIA18A3,ratoon,NA,NA,NA,400,98,NA,27.54782609,11.5,NA,2.18,6,5.5,NA,NA,
FHIA18,A,4,FHIA18A4,ratoon,NA,NA,NA,400,98,NA,27.54782609,11.5,NA,2.18,6,5.5,NA,NA,
FHIA18,A,5,FHIA18A5,ratoon,NA,NA,NA,400,98,NA,27.54782609,11.5,NA,2.18,6,5.5,NA,NA,
FHIA18,A,6,FHIA18A6,ratoon,NA,NA,NA,400,98,NA,27.54782609,11.5,NA,2.18,6,5.5,NA,NA,
FHIA18,A,7,FHIA18A7,ratoon,NA,NA,NA,400,98,NA,27.54782609,11.5,NA,2.18,6,5.5,NA,NA,
FHIA18,A,8,FHIA18A8,ratoon,NA,NA,NA,400,98,NA,27.54782609,11.5,NA,2.18,6,5.5,NA,NA,
FHIA18,A,9,FHIA18A9,ratoon,NA,NA,NA,400,98,NA,27.54782609,11.5,NA,2.18,6,5.5,NA,NA,
FHIA18,A,10,FHIA18A10,ratoon,NA,NA,NA,400,98,NA,27.54782609,11.5,NA,2.18,6,5.5,NA,NA,
FHIA18,B,1,FHIA18B1,ratoon,NA,NA,NA,392,122,NA,17.34310345,9.666666667,NA,1.54,8,1.333333333,NA,NA,
FHIA18,B,2,FHIA18B2,ratoon,NA,NA,NA,392,122,NA,17.34310345,9.666666667,NA,1.54,8,1.333333333,NA,NA,
FHIA18,B,3,FHIA18B3,ratoon,NA,NA,NA,392,122,NA,17.34310345,9.666666667,NA,1.54,8,1.333333333,NA,NA,
FHIA18,B,4,FHIA18B4,ratoon,NA,NA,NA,392,122,NA,17.34310345,9.666666667,NA,1.54,8,1.333333333,NA,NA,
FHIA18,B,5,FHIA18B5,ratoon,NA,NA,NA,392,122,NA,17.34310345,9.666666667,NA,1.54,8,1.333333333,NA,NA,
FHIA18,B,6,FHIA18B6,ratoon,NA,NA,NA,392,122,NA,17.34310345,9.666666667,NA,1.54,8,1.333333333,NA,NA,
FHIA18,B,7,FHIA18B7,ratoon,NA,NA,NA,392,122,NA,17.34310345,9.666666667,NA,1.54,8,1.333333333,NA,NA,
FHIA18,B,8,FHIA18B8,ratoon,NA,NA,NA,392,122,NA,17.34310345,9.666666667,NA,1.54,8,1.333333333,NA,NA,
FHIA18,B,9,FHIA18B9,ratoon,NA,NA,NA,392,122,NA,17.34310345,9.666666667,NA,1.54,8,1.333333333,NA,NA,
FHIA18,B,10,FHIA18B10,ratoon,NA,NA,NA,392,122,NA,17.34310345,9.666666667,NA,1.54,8,1.333333333,NA,NA,
FHIA18,C,1,FHIA18C1,ratoon,NA,NA,NA,361,110,NA,20.14418605,10.75,NA,1.66,6.4,5.25,NA,NA,
FHIA18,C,2,FHIA18C2,ratoon,NA,NA,NA,361,110,NA,20.14418605,10.75,NA,1.66,6.4,5.25,NA,NA,
FHIA18,C,3,FHIA18C3,ratoon,NA,NA,NA,361,110,NA,20.14418605,10.75,NA,1.66,6.4,5.25,NA,NA,
FHIA18,C,4,FHIA18C4,ratoon,NA,NA,NA,361,110,NA,20.14418605,10.75,NA,1.66,6.4,5.25,NA,NA,
FHIA18,C,5,FHIA18C5,ratoon,NA,NA,NA,361,110,NA,20.14418605,10.75,NA,1.66,6.4,5.25,NA,NA,
FHIA18,C,6,FHIA18C6,ratoon,NA,NA,NA,361,110,NA,20.14418605,10.75,NA,1.66,6.4,5.25,NA,NA,
FHIA18,C,7,FHIA18C7,ratoon,NA,NA,NA,361,110,NA,20.14418605,10.75,NA,1.66,6.4,5.25,NA,NA,
FHIA18,C,8,FHIA18C8,ratoon,NA,NA,NA,361,110,NA,20.14418605,10.75,NA,1.66,6.4,5.25,NA,NA,
FHIA18,C,9,FHIA18C9,ratoon,NA,NA,NA,361,110,NA,20.14418605,10.75,NA,1.66,6.4,5.25,NA,NA,
FHIA18,C,10,FHIA18C10,ratoon,NA,NA,NA,361,110,NA,20.14418605,10.75,NA,1.66,6.4,5.25,NA,NA,
FHIA18,D,1,FHIA18D1,ratoon,NA,NA,NA,NA,NA,NA,23,9.5,NA,2.17,NA,4.5,NA,NA,
FHIA18,D,2,FHIA18D2,ratoon,NA,NA,NA,NA,NA,NA,23,9.5,NA,2.17,NA,4.5,NA,NA,
FHIA18,D,3,FHIA18D3,ratoon,NA,NA,NA,NA,NA,NA,23,9.5,NA,2.17,NA,4.5,NA,NA,
FHIA18,D,4,FHIA18D4,ratoon,NA,NA,NA,NA,NA,NA,23,9.5,NA,2.17,NA,4.5,NA,NA,
FHIA18,D,5,FHIA18D5,ratoon,NA,NA,NA,NA,NA,NA,23,9.5,NA,2.17,NA,4.5,NA,NA,
FHIA18,D,6,FHIA18D6,ratoon,NA,NA,NA,NA,NA,NA,23,9.5,NA,2.17,NA,4.5,NA,NA,
FHIA18,D,7,FHIA18D7,ratoon,NA,NA,NA,NA,NA,NA,23,9.5,NA,2.17,NA,4.5,NA,NA,
FHIA18,D,8,FHIA18D8,ratoon,NA,NA,NA,NA,NA,NA,23,9.5,NA,2.17,NA,4.5,NA,NA,
FHIA18,D,9,FHIA18D9,ratoon,NA,NA,NA,NA,NA,NA,23,9.5,NA,2.17,NA,4.5,NA,NA,
FHIA18,D,10,FHIA18D10,ratoon,NA,NA,NA,NA,NA,NA,23,9.5,NA,2.17,NA,4.5,NA,NA,
CultivarRose,A,1,CultivarRoseA1,ratoon,NA,NA,NA,278,60,NA,9.35,11,NA,0.71,8,0,NA,NA,
CultivarRose,A,2,CultivarRoseA2,ratoon,NA,NA,NA,278,60,NA,9.35,11,NA,0.71,8,0,NA,NA,
CultivarRose,A,3,CultivarRoseA3,ratoon,NA,NA,NA,278,60,NA,9.35,11,NA,0.71,8,0,NA,NA,
CultivarRose,A,4,CultivarRoseA4,ratoon,NA,NA,NA,278,60,NA,9.35,11,NA,0.71,8,0,NA,NA,
CultivarRose,A,5,CultivarRoseA5,ratoon,NA,NA,NA,278,60,NA,9.35,11,NA,0.71,8,0,NA,NA,
CultivarRose,A,6,CultivarRoseA6,ratoon,NA,NA,NA,278,60,NA,9.35,11,NA,0.71,8,0,NA,NA,
CultivarRose,A,7,CultivarRoseA7,ratoon,NA,NA,NA,278,60,NA,9.35,11,NA,0.71,8,0,NA,NA,
CultivarRose,A,8,CultivarRoseA8,ratoon,NA,NA,NA,278,60,NA,9.35,11,NA,0.71,8,0,NA,NA,
CultivarRose,A,9,CultivarRoseA9,ratoon,NA,NA,NA,278,60,NA,9.35,11,NA,0.71,8,0,NA,NA,
CultivarRose,A,10,CultivarRoseA10,ratoon,NA,NA,NA,278,60,NA,9.35,11,NA,0.71,8,0,NA,NA,
CultivarRose,B,1,CultivarRoseB1,ratoon,NA,NA,NA,278,61,NA,6.55,13,NA,0.5,8,4,NA,NA,
CultivarRose,B,2,CultivarRoseB2,ratoon,NA,NA,NA,278,61,NA,6.55,13,NA,0.5,8,4,NA,NA,
CultivarRose,B,3,CultivarRoseB3,ratoon,NA,NA,NA,278,61,NA,6.55,13,NA,0.5,8,4,NA,NA,
CultivarRose,B,4,CultivarRoseB4,ratoon,NA,NA,NA,278,61,NA,6.55,13,NA,0.5,8,4,NA,NA,
CultivarRose,B,5,CultivarRoseB5,ratoon,NA,NA,NA,278,61,NA,6.55,13,NA,0.5,8,4,NA,NA,
CultivarRose,B,6,CultivarRoseB6,ratoon,NA,NA,NA,278,61,NA,6.55,13,NA,0.5,8,4,NA,NA,
CultivarRose,B,7,CultivarRoseB7,ratoon,NA,NA,NA,278,61,NA,6.55,13,NA,0.5,8,4,NA,NA,
CultivarRose,B,8,CultivarRoseB8,ratoon,NA,NA,NA,278,61,NA,6.55,13,NA,0.5,8,4,NA,NA,
CultivarRose,B,9,CultivarRoseB9,ratoon,NA,NA,NA,278,61,NA,6.55,13,NA,0.5,8,4,NA,NA,
CultivarRose,B,10,CultivarRoseB10,ratoon,NA,NA,NA,278,61,NA,6.55,13,NA,0.5,8,4,NA,NA,
CultivarRose,C,1,CultivarRoseC1,ratoon,NA,NA,NA,277,60,NA,7.7,9,NA,0.67,8,2,NA,NA,
CultivarRose,C,2,CultivarRoseC2,ratoon,NA,NA,NA,277,60,NA,7.7,9,NA,0.67,8,2,NA,NA,
CultivarRose,C,3,CultivarRoseC3,ratoon,NA,NA,NA,277,60,NA,7.7,9,NA,0.67,8,2,NA,NA,
CultivarRose,C,4,CultivarRoseC4,ratoon,NA,NA,NA,277,60,NA,7.7,9,NA,0.67,8,2,NA,NA,
CultivarRose,C,5,CultivarRoseC5,ratoon,NA,NA,NA,277,60,NA,7.7,9,NA,0.67,8,2,NA,NA,
CultivarRose,C,6,CultivarRoseC6,ratoon,NA,NA,NA,277,60,NA,7.7,9,NA,0.67,8,2,NA,NA,
CultivarRose,C,7,CultivarRoseC7,ratoon,NA,NA,NA,277,60,NA,7.7,9,NA,0.67,8,2,NA,NA,
CultivarRose,C,8,CultivarRoseC8,ratoon,NA,NA,NA,277,60,NA,7.7,9,NA,0.67,8,2,NA,NA,
CultivarRose,C,9,CultivarRoseC9,ratoon,NA,NA,NA,277,60,NA,7.7,9,NA,0.67,8,2,NA,NA,
CultivarRose,C,10,CultivarRoseC10,ratoon,NA,NA,NA,277,60,NA,7.7,9,NA,0.67,8,2,NA,NA,
CultivarRose,D,1,CultivarRoseD1,ratoon,NA,NA,NA,277,59,NA,14.40641026,13,NA,0.81,8,6,NA,NA,
CultivarRose,D,2,CultivarRoseD2,ratoon,NA,NA,NA,277,59,NA,14.40641026,13,NA,0.81,8,6,NA,NA,
CultivarRose,D,3,CultivarRoseD3,ratoon,NA,NA,NA,277,59,NA,14.40641026,13,NA,0.81,8,6,NA,NA,
CultivarRose,D,4,CultivarRoseD4,ratoon,NA,NA,NA,277,59,NA,14.40641026,13,NA,0.81,8,6,NA,NA,
CultivarRose,D,5,CultivarRoseD5,ratoon,NA,NA,NA,277,59,NA,14.40641026,13,NA,0.81,8,6,NA,NA,
CultivarRose,D,6,CultivarRoseD6,ratoon,NA,NA,NA,277,59,NA,14.40641026,13,NA,0.81,8,6,NA,NA,
CultivarRose,D,7,CultivarRoseD7,ratoon,NA,NA,NA,277,59,NA,14.40641026,13,NA,0.81,8,6,NA,NA,
CultivarRose,D,8,CultivarRoseD8,ratoon,NA,NA,NA,277,59,NA,14.40641026,13,NA,0.81,8,6,NA,NA,
CultivarRose,D,9,CultivarRoseD9,ratoon,NA,NA,NA,277,59,NA,14.40641026,13,NA,0.81,8,6,NA,NA,
CultivarRose,D,10,CultivarRoseD10,ratoon,NA,NA,NA,277,59,NA,14.40641026,13,NA,0.81,8,6,NA,NA,
FHIA01,A,1,FHIA01A1,ratoon,NA,NA,NA,360,107,NA,41.4,12,NA,3.13,9.5,8,NA,NA,
FHIA01,A,2,FHIA01A2,ratoon,NA,NA,NA,360,107,NA,41.4,12,NA,3.13,9.5,8,NA,NA,
FHIA01,A,3,FHIA01A3,ratoon,NA,NA,NA,360,107,NA,41.4,12,NA,3.13,9.5,8,NA,NA,
FHIA01,A,4,FHIA01A4,ratoon,NA,NA,NA,360,107,NA,41.4,12,NA,3.13,9.5,8,NA,NA,
FHIA01,A,5,FHIA01A5,ratoon,NA,NA,NA,360,107,NA,41.4,12,NA,3.13,9.5,8,NA,NA,
FHIA01,A,6,FHIA01A6,ratoon,NA,NA,NA,360,107,NA,41.4,12,NA,3.13,9.5,8,NA,NA,
FHIA01,A,7,FHIA01A7,ratoon,NA,NA,NA,360,107,NA,41.4,12,NA,3.13,9.5,8,NA,NA,
FHIA01,A,8,FHIA01A8,ratoon,NA,NA,NA,360,107,NA,41.4,12,NA,3.13,9.5,8,NA,NA,
FHIA01,A,9,FHIA01A9,ratoon,NA,NA,NA,360,107,NA,41.4,12,NA,3.13,9.5,8,NA,NA,
FHIA01,A,10,FHIA01A10,ratoon,NA,NA,NA,360,107,NA,41.4,12,NA,3.13,9.5,8,NA,NA,
FHIA01,B,1,FHIA01B1,ratoon,NA,NA,NA,361,106,NA,34.01909091,11,NA,2.8,9,6,NA,NA,
FHIA01,B,2,FHIA01B2,ratoon,NA,NA,NA,361,106,NA,34.01909091,11,NA,2.8,9,6,NA,NA,
FHIA01,B,3,FHIA01B3,ratoon,NA,NA,NA,361,106,NA,34.01909091,11,NA,2.8,9,6,NA,NA,
FHIA01,B,4,FHIA01B4,ratoon,NA,NA,NA,361,106,NA,34.01909091,11,NA,2.8,9,6,NA,NA,
FHIA01,B,5,FHIA01B5,ratoon,NA,NA,NA,361,106,NA,34.01909091,11,NA,2.8,9,6,NA,NA,
FHIA01,B,6,FHIA01B6,ratoon,NA,NA,NA,361,106,NA,34.01909091,11,NA,2.8,9,6,NA,NA,
FHIA01,B,7,FHIA01B7,ratoon,NA,NA,NA,361,106,NA,34.01909091,11,NA,2.8,9,6,NA,NA,
FHIA01,B,8,FHIA01B8,ratoon,NA,NA,NA,361,106,NA,34.01909091,11,NA,2.8,9,6,NA,NA,
FHIA01,B,9,FHIA01B9,ratoon,NA,NA,NA,361,106,NA,34.01909091,11,NA,2.8,9,6,NA,NA,
FHIA01,B,10,FHIA01B10,ratoon,NA,NA,NA,361,106,NA,34.01909091,11,NA,2.8,9,6,NA,NA,
FHIA01,C,1,FHIA01C1,ratoon,NA,NA,NA,357,110,NA,42.82714286,11.66666667,NA,3.36,11,5.666666667,NA,NA,
FHIA01,C,2,FHIA01C2,ratoon,NA,NA,NA,357,110,NA,42.82714286,11.66666667,NA,3.36,11,5.666666667,NA,NA,
FHIA01,C,3,FHIA01C3,ratoon,NA,NA,NA,357,110,NA,42.82714286,11.66666667,NA,3.36,11,5.666666667,NA,NA,
FHIA01,C,4,FHIA01C4,ratoon,NA,NA,NA,357,110,NA,42.82714286,11.66666667,NA,3.36,11,5.666666667,NA,NA,
FHIA01,C,5,FHIA01C5,ratoon,NA,NA,NA,357,110,NA,42.82714286,11.66666667,NA,3.36,11,5.666666667,NA,NA,
FHIA01,C,6,FHIA01C6,ratoon,NA,NA,NA,357,110,NA,42.82714286,11.66666667,NA,3.36,11,5.666666667,NA,NA,
FHIA01,C,7,FHIA01C7,ratoon,NA,NA,NA,357,110,NA,42.82714286,11.66666667,NA,3.36,11,5.666666667,NA,NA,
FHIA01,C,8,FHIA01C8,ratoon,NA,NA,NA,357,110,NA,42.82714286,11.66666667,NA,3.36,11,5.666666667,NA,NA,
FHIA01,C,9,FHIA01C9,ratoon,NA,NA,NA,357,110,NA,42.82714286,11.66666667,NA,3.36,11,5.666666667,NA,NA,
FHIA01,C,10,FHIA01C10,ratoon,NA,NA,NA,357,110,NA,42.82714286,11.66666667,NA,3.36,11,5.666666667,NA,NA,
FHIA01,D,1,FHIA01D1,ratoon,NA,NA,NA,364,102.6,NA,30.44615385,8.666666667,NA,2.94,8,6.333333333,NA,NA,
FHIA01,D,2,FHIA01D2,ratoon,NA,NA,NA,364,102.6,NA,30.44615385,8.666666667,NA,2.94,8,6.333333333,NA,NA,
FHIA01,D,3,FHIA01D3,ratoon,NA,NA,NA,364,102.6,NA,30.44615385,8.666666667,NA,2.94,8,6.333333333,NA,NA,
FHIA01,D,4,FHIA01D4,ratoon,NA,NA,NA,364,102.6,NA,30.44615385,8.666666667,NA,2.94,8,6.333333333,NA,NA,
FHIA01,D,5,FHIA01D5,ratoon,NA,NA,NA,364,102.6,NA,30.44615385,8.666666667,NA,2.94,8,6.333333333,NA,NA,
FHIA01,D,6,FHIA01D6,ratoon,NA,NA,NA,364,102.6,NA,30.44615385,8.666666667,NA,2.94,8,6.333333333,NA,NA,
FHIA01,D,7,FHIA01D7,ratoon,NA,NA,NA,364,102.6,NA,30.44615385,8.666666667,NA,2.94,8,6.333333333,NA,NA,
FHIA01,D,8,FHIA01D8,ratoon,NA,NA,NA,364,102.6,NA,30.44615385,8.666666667,NA,2.94,8,6.333333333,NA,NA,
FHIA01,D,9,FHIA01D9,ratoon,NA,NA,NA,364,102.6,NA,30.44615385,8.666666667,NA,2.94,8,6.333333333,NA,NA,
FHIA01,D,10,FHIA01D10,ratoon,NA,NA,NA,364,102.6,NA,30.44615385,8.666666667,NA,2.94,8,6.333333333,NA,NA,
GCTCV119,A,1,GCTCV119A1,ratoon,NA,NA,NA,499,108,NA,38,10,NA,3.51,10,8,NA,NA,
GCTCV119,A,2,GCTCV119A2,ratoon,NA,NA,NA,499,108,NA,38,10,NA,3.51,10,8,NA,NA,
GCTCV119,A,3,GCTCV119A3,ratoon,NA,NA,NA,499,108,NA,38,10,NA,3.51,10,8,NA,NA,
GCTCV119,A,4,GCTCV119A4,ratoon,NA,NA,NA,499,108,NA,38,10,NA,3.51,10,8,NA,NA,
GCTCV119,A,5,GCTCV119A5,ratoon,NA,NA,NA,499,108,NA,38,10,NA,3.51,10,8,NA,NA,
GCTCV119,A,6,GCTCV119A6,ratoon,NA,NA,NA,499,108,NA,38,10,NA,3.51,10,8,NA,NA,
GCTCV119,A,7,GCTCV119A7,ratoon,NA,NA,NA,499,108,NA,38,10,NA,3.51,10,8,NA,NA,
GCTCV119,A,8,GCTCV119A8,ratoon,NA,NA,NA,499,108,NA,38,10,NA,3.51,10,8,NA,NA,
GCTCV119,A,9,GCTCV119A9,ratoon,NA,NA,NA,499,108,NA,38,10,NA,3.51,10,8,NA,NA,
GCTCV119,A,10,GCTCV119A10,ratoon,NA,NA,NA,499,108,NA,38,10,NA,3.51,10,8,NA,NA,
GCTCV119,B,1,GCTCV119B1,ratoon,NA,NA,NA,502,109.5,NA,15.6,8,NA,1.78,10,7,NA,NA,
GCTCV119,B,2,GCTCV119B2,ratoon,NA,NA,NA,502,109.5,NA,15.6,8,NA,1.78,10,7,NA,NA,
GCTCV119,B,3,GCTCV119B3,ratoon,NA,NA,NA,502,109.5,NA,15.6,8,NA,1.78,10,7,NA,NA,
GCTCV119,B,4,GCTCV119B4,ratoon,NA,NA,NA,502,109.5,NA,15.6,8,NA,1.78,10,7,NA,NA,
GCTCV119,B,5,GCTCV119B5,ratoon,NA,NA,NA,502,109.5,NA,15.6,8,NA,1.78,10,7,NA,NA,
GCTCV119,B,6,GCTCV119B6,ratoon,NA,NA,NA,502,109.5,NA,15.6,8,NA,1.78,10,7,NA,NA,
GCTCV119,B,7,GCTCV119B7,ratoon,NA,NA,NA,502,109.5,NA,15.6,8,NA,1.78,10,7,NA,NA,
GCTCV119,B,8,GCTCV119B8,ratoon,NA,NA,NA,502,109.5,NA,15.6,8,NA,1.78,10,7,NA,NA,
GCTCV119,B,9,GCTCV119B9,ratoon,NA,NA,NA,502,109.5,NA,15.6,8,NA,1.78,10,7,NA,NA,
GCTCV119,B,10,GCTCV119B10,ratoon,NA,NA,NA,502,109.5,NA,15.6,8,NA,1.78,10,7,NA,NA,
GCTCV119,C,1,GCTCV119C1,ratoon,NA,NA,NA,500,109,NA,28.61428571,10.5,NA,2.46,10,5.5,NA,NA,
GCTCV119,C,2,GCTCV119C2,ratoon,NA,NA,NA,500,109,NA,28.61428571,10.5,NA,2.46,10,5.5,NA,NA,
GCTCV119,C,3,GCTCV119C3,ratoon,NA,NA,NA,500,109,NA,28.61428571,10.5,NA,2.46,10,5.5,NA,NA,
GCTCV119,C,4,GCTCV119C4,ratoon,NA,NA,NA,500,109,NA,28.61428571,10.5,NA,2.46,10,5.5,NA,NA,
GCTCV119,C,5,GCTCV119C5,ratoon,NA,NA,NA,500,109,NA,28.61428571,10.5,NA,2.46,10,5.5,NA,NA,
GCTCV119,C,6,GCTCV119C6,ratoon,NA,NA,NA,500,109,NA,28.61428571,10.5,NA,2.46,10,5.5,NA,NA,
GCTCV119,C,7,GCTCV119C7,ratoon,NA,NA,NA,500,109,NA,28.61428571,10.5,NA,2.46,10,5.5,NA,NA,
GCTCV119,C,8,GCTCV119C8,ratoon,NA,NA,NA,500,109,NA,28.61428571,10.5,NA,2.46,10,5.5,NA,NA,
GCTCV119,C,9,GCTCV119C9,ratoon,NA,NA,NA,500,109,NA,28.61428571,10.5,NA,2.46,10,5.5,NA,NA,
GCTCV119,C,10,GCTCV119C10,ratoon,NA,NA,NA,500,109,NA,28.61428571,10.5,NA,2.46,10,5.5,NA,NA,
GCTCV119,D,1,GCTCV119D1,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
GCTCV119,D,2,GCTCV119D2,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
GCTCV119,D,3,GCTCV119D3,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
GCTCV119,D,4,GCTCV119D4,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
GCTCV119,D,5,GCTCV119D5,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
GCTCV119,D,6,GCTCV119D6,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
GCTCV119,D,7,GCTCV119D7,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
GCTCV119,D,8,GCTCV119D8,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
GCTCV119,D,9,GCTCV119D9,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
GCTCV119,D,10,GCTCV119D10,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
YangambiKm5,A,1,YangambiKm5A1,ratoon,NA,NA,NA,610,112.5,NA,13.50714286,10.5,NA,1.18,6.3,5.5,NA,NA,
YangambiKm5,A,2,YangambiKm5A2,ratoon,NA,NA,NA,610,112.5,NA,13.50714286,10.5,NA,1.18,6.3,5.5,NA,NA,
YangambiKm5,A,3,YangambiKm5A3,ratoon,NA,NA,NA,610,112.5,NA,13.50714286,10.5,NA,1.18,6.3,5.5,NA,NA,
YangambiKm5,A,4,YangambiKm5A4,ratoon,NA,NA,NA,610,112.5,NA,13.50714286,10.5,NA,1.18,6.3,5.5,NA,NA,
YangambiKm5,A,5,YangambiKm5A5,ratoon,NA,NA,NA,610,112.5,NA,13.50714286,10.5,NA,1.18,6.3,5.5,NA,NA,
YangambiKm5,A,6,YangambiKm5A6,ratoon,NA,NA,NA,610,112.5,NA,13.50714286,10.5,NA,1.18,6.3,5.5,NA,NA,
YangambiKm5,A,7,YangambiKm5A7,ratoon,NA,NA,NA,610,112.5,NA,13.50714286,10.5,NA,1.18,6.3,5.5,NA,NA,
YangambiKm5,A,8,YangambiKm5A8,ratoon,NA,NA,NA,610,112.5,NA,13.50714286,10.5,NA,1.18,6.3,5.5,NA,NA,
YangambiKm5,A,9,YangambiKm5A9,ratoon,NA,NA,NA,610,112.5,NA,13.50714286,10.5,NA,1.18,6.3,5.5,NA,NA,
YangambiKm5,A,10,YangambiKm5A10,ratoon,NA,NA,NA,610,112.5,NA,13.50714286,10.5,NA,1.18,6.3,5.5,NA,NA,
YangambiKm5,B,1,YangambiKm5B1,ratoon,NA,NA,NA,673,117.3333333,NA,12.99285714,11.66666667,NA,0.95,6.8,7.333333333,NA,NA,
