Cultivar,Block,Plant,Mat ID,Plant cycle,Date planted,Date shooting,Date harvest,Pseudostem height (cm) (shooting),Pseudostem girth (cm) (shooting),Height of following sucker (cm) (shooting),Bunch weight (kg),Number of hands,Number of fruits in bunch,Weight of fruit (g),Number of functional leaves (shooting),Number of functional leaves (harvest),Disease development time (days),Average youngest leaf spotted (between weeks 17 to 21),Data for YLS are averaged per replication (per block)
YangambiKm5,B,2,YangambiKm5B2,ratoon,NA,NA,NA,673,117.3333333,NA,12.99285714,11.66666667,NA,0.95,6.8,7.333333333,NA,NA,
YangambiKm5,B,3,YangambiKm5B3,ratoon,NA,NA,NA,673,117.3333333,NA,12.99285714,11.66666667,NA,0.95,6.8,7.333333333,NA,NA,
YangambiKm5,B,4,YangambiKm5B4,ratoon,NA,NA,NA,673,117.3333333,NA,12.99285714,11.66666667,NA,0.95,6.8,7.333333333,NA,NA,
YangambiKm5,B,5,YangambiKm5B5,ratoon,NA,NA,NA,673,117.3333333,NA,12.99285714,11.66666667,NA,0.95,6.8,7.333333333,NA,NA,
YangambiKm5,B,6,YangambiKm5B6,ratoon,NA,NA,NA,673,117.3333333,NA,12.99285714,11.66666667,NA,0.95,6.8,7.333333333,NA,NA,
YangambiKm5,B,7,YangambiKm5B7,ratoon,NA,NA,NA,673,117.3333333,NA,12.99285714,11.66666667,NA,0.95,6.8,7.333333333,NA,NA,
YangambiKm5,B,8,YangambiKm5B8,ratoon,NA,NA,NA,673,117.3333333,NA,12.99285714,11.66666667,NA,0.95,6.8,7.333333333,NA,NA,
YangambiKm5,B,9,YangambiKm5B9,ratoon,NA,NA,NA,673,117.3333333,NA,12.99285714,11.66666667,NA,0.95,6.8,7.333333333,NA,NA,
YangambiKm5,B,10,YangambiKm5B10,ratoon,NA,NA,NA,673,117.3333333,NA,12.99285714,11.66666667,NA,0.95,6.8,7.333333333,NA,NA,
YangambiKm5,C,1,YangambiKm5C1,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
YangambiKm5,C,2,YangambiKm5C2,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
YangambiKm5,C,3,YangambiKm5C3,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
YangambiKm5,C,4,YangambiKm5C4,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
YangambiKm5,C,5,YangambiKm5C5,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
YangambiKm5,C,6,YangambiKm5C6,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
YangambiKm5,C,7,YangambiKm5C7,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
YangambiKm5,C,8,YangambiKm5C8,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
YangambiKm5,C,9,YangambiKm5C9,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
YangambiKm5,C,10,YangambiKm5C10,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
YangambiKm5,D,1,YangambiKm5D1,ratoon,NA,NA,NA,619,109,NA,12.409375,12,NA,0.88,7.5,7.25,NA,NA,
YangambiKm5,D,2,YangambiKm5D2,ratoon,NA,NA,NA,619,109,NA,12.409375,12,NA,0.88,7.5,7.25,NA,NA,
YangambiKm5,D,3,YangambiKm5D3,ratoon,NA,NA,NA,619,109,NA,12.409375,12,NA,0.88,7.5,7.25,NA,NA,
YangambiKm5,D,4,YangambiKm5D4,ratoon,NA,NA,NA,619,109,NA,12.409375,12,NA,0.88,7.5,7.25,NA,NA,
YangambiKm5,D,5,YangambiKm5D5,ratoon,NA,NA,NA,619,109,NA,12.409375,12,NA,0.88,7.5,7.25,NA,NA,
YangambiKm5,D,6,YangambiKm5D6,ratoon,NA,NA,NA,619,109,NA,12.409375,12,NA,0.88,7.5,7.25,NA,NA,
YangambiKm5,D,7,YangambiKm5D7,ratoon,NA,NA,NA,619,109,NA,12.409375,12,NA,0.88,7.5,7.25,NA,NA,
YangambiKm5,D,8,YangambiKm5D8,ratoon,NA,NA,NA,619,109,NA,12.409375,12,NA,0.88,7.5,7.25,NA,NA,
YangambiKm5,D,9,YangambiKm5D9,ratoon,NA,NA,NA,619,109,NA,12.409375,12,NA,0.88,7.5,7.25,NA,NA,
YangambiKm5,D,10,YangambiKm5D10,ratoon,NA,NA,NA,619,109,NA,12.409375,12,NA,0.88,7.5,7.25,NA,NA,
FHIA25,A,1,FHIA25A1,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FHIA25,A,2,FHIA25A2,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FHIA25,A,3,FHIA25A3,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FHIA25,A,4,FHIA25A4,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FHIA25,A,5,FHIA25A5,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FHIA25,A,6,FHIA25A6,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FHIA25,A,7,FHIA25A7,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FHIA25,A,8,FHIA25A8,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FHIA25,A,9,FHIA25A9,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FHIA25,A,10,FHIA25A10,ratoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
FHIA25,B,1,FHIA25B1,ratoon,NA,NA,NA,405,128,NA,75.5,18,NA,3.93,9.5,9,NA,NA,
FHIA25,B,2,FHIA25B2,ratoon,NA,NA,NA,405,128,NA,75.5,18,NA,3.93,9.5,9,NA,NA,
FHIA25,B,3,FHIA25B3,ratoon,NA,NA,NA,405,128,NA,75.5,18,NA,3.93,9.5,9,NA,NA,
FHIA25,B,4,FHIA25B4,ratoon,NA,NA,NA,405,128,NA,75.5,18,NA,3.93,9.5,9,NA,NA,
FHIA25,B,5,FHIA25B5,ratoon,NA,NA,NA,405,128,NA,75.5,18,NA,3.93,9.5,9,NA,NA,
FHIA25,B,6,FHIA25B6,ratoon,NA,NA,NA,405,128,NA,75.5,18,NA,3.93,9.5,9,NA,NA,
FHIA25,B,7,FHIA25B7,ratoon,NA,NA,NA,405,128,NA,75.5,18,NA,3.93,9.5,9,NA,NA,
FHIA25,B,8,FHIA25B8,ratoon,NA,NA,NA,405,128,NA,75.5,18,NA,3.93,9.5,9,NA,NA,
FHIA25,B,9,FHIA25B9,ratoon,NA,NA,NA,405,128,NA,75.5,18,NA,3.93,9.5,9,NA,NA,
FHIA25,B,10,FHIA25B10,ratoon,NA,NA,NA,405,128,NA,75.5,18,NA,3.93,9.5,9,NA,NA,
FHIA25,C,1,FHIA25C1,ratoon,NA,NA,NA,400,126,NA,68.87033898,14.75,NA,4.02,11,10,NA,NA,
FHIA25,C,2,FHIA25C2,ratoon,NA,NA,NA,400,126,NA,68.87033898,14.75,NA,4.02,11,10,NA,NA,
FHIA25,C,3,FHIA25C3,ratoon,NA,NA,NA,400,126,NA,68.87033898,14.75,NA,4.02,11,10,NA,NA,
FHIA25,C,4,FHIA25C4,ratoon,NA,NA,NA,400,126,NA,68.87033898,14.75,NA,4.02,11,10,NA,NA,
FHIA25,C,5,FHIA25C5,ratoon,NA,NA,NA,400,126,NA,68.87033898,14.75,NA,4.02,11,10,NA,NA,
FHIA25,C,6,FHIA25C6,ratoon,NA,NA,NA,400,126,NA,68.87033898,14.75,NA,4.02,11,10,NA,NA,
FHIA25,C,7,FHIA25C7,ratoon,NA,NA,NA,400,126,NA,68.87033898,14.75,NA,4.02,11,10,NA,NA,
FHIA25,C,8,FHIA25C8,ratoon,NA,NA,NA,400,126,NA,68.87033898,14.75,NA,4.02,11,10,NA,NA,
FHIA25,C,9,FHIA25C9,ratoon,NA,NA,NA,400,126,NA,68.87033898,14.75,NA,4.02,11,10,NA,NA,
FHIA25,C,10,FHIA25C10,ratoon,NA,NA,NA,400,126,NA,68.87033898,14.75,NA,4.02,11,10,NA,NA,
FHIA25,D,1,FHIA25D1,ratoon,NA,NA,NA,410,130,NA,71.54166667,18,NA,3.01,8,3.905357143,NA,NA,
FHIA25,D,2,FHIA25D2,ratoon,NA,NA,NA,410,130,NA,71.54166667,18,NA,3.01,8,3.905357143,NA,NA,
FHIA25,D,3,FHIA25D3,ratoon,NA,NA,NA,410,130,NA,71.54166667,18,NA,3.01,8,3.905357143,NA,NA,
FHIA25,D,4,FHIA25D4,ratoon,NA,NA,NA,410,130,NA,71.54166667,18,NA,3.01,8,3.905357143,NA,NA,
FHIA25,D,5,FHIA25D5,ratoon,NA,NA,NA,410,130,NA,71.54166667,18,NA,3.01,8,3.905357143,NA,NA,
FHIA25,D,6,FHIA25D6,ratoon,NA,NA,NA,410,130,NA,71.54166667,18,NA,3.01,8,3.905357143,NA,NA,
FHIA25,D,7,FHIA25D7,ratoon,NA,NA,NA,410,130,NA,71.54166667,18,NA,3.01,8,3.905357143,NA,NA,
FHIA25,D,8,FHIA25D8,ratoon,NA,NA,NA,410,130,NA,71.54166667,18,NA,3.01,8,3.905357143,NA,NA,
FHIA25,D,9,FHIA25D9,ratoon,NA,NA,NA,410,130,NA,71.54166667,18,NA,3.01,8,3.905357143,NA,NA,
FHIA25,D,10,FHIA25D10,ratoon,NA,NA,NA,410,130,NA,71.54166667,18,NA,3.01,8,3.905357143,NA,NA,
FHIA21no68,A,1,FHIA21no68A1,ratoon,NA,NA,NA,463,99.33333333,NA,NA,NA,NA,NA,8.333333333,NA,NA,NA,
FHIA21no68,A,2,FHIA21no68A2,ratoon,NA,NA,NA,463,99.33333333,NA,NA,NA,NA,NA,8.333333333,NA,NA,NA,
FHIA21no68,A,3,FHIA21no68A3,ratoon,NA,NA,NA,463,99.33333333,NA,NA,NA,NA,NA,8.333333333,NA,NA,NA,
FHIA21no68,A,4,FHIA21no68A4,ratoon,NA,NA,NA,463,99.33333333,NA,NA,NA,NA,NA,8.333333333,NA,NA,NA,
FHIA21no68,A,5,FHIA21no68A5,ratoon,NA,NA,NA,463,99.33333333,NA,NA,NA,NA,NA,8.333333333,NA,NA,NA,
FHIA21no68,A,6,FHIA21no68A6,ratoon,NA,NA,NA,463,99.33333333,NA,NA,NA,NA,NA,8.333333333,NA,NA,NA,
FHIA21no68,A,7,FHIA21no68A7,ratoon,NA,NA,NA,463,99.33333333,NA,NA,NA,NA,NA,8.333333333,NA,NA,NA,
FHIA21no68,A,8,FHIA21no68A8,ratoon,NA,NA,NA,463,99.33333333,NA,NA,NA,NA,NA,8.333333333,NA,NA,NA,
FHIA21no68,A,9,FHIA21no68A9,ratoon,NA,NA,NA,463,99.33333333,NA,NA,NA,NA,NA,8.333333333,NA,NA,NA,
FHIA21no68,A,10,FHIA21no68A10,ratoon,NA,NA,NA,463,99.33333333,NA,NA,NA,NA,NA,8.333333333,NA,NA,NA,
FHIA21no68,B,1,FHIA21no68B1,ratoon,NA,NA,NA,597,101,NA,NA,NA,NA,NA,9,NA,NA,NA,
FHIA21no68,B,2,FHIA21no68B2,ratoon,NA,NA,NA,597,101,NA,NA,NA,NA,NA,9,NA,NA,NA,
FHIA21no68,B,3,FHIA21no68B3,ratoon,NA,NA,NA,597,101,NA,NA,NA,NA,NA,9,NA,NA,NA,
FHIA21no68,B,4,FHIA21no68B4,ratoon,NA,NA,NA,597,101,NA,NA,NA,NA,NA,9,NA,NA,NA,
FHIA21no68,B,5,FHIA21no68B5,ratoon,NA,NA,NA,597,101,NA,NA,NA,NA,NA,9,NA,NA,NA,
FHIA21no68,B,6,FHIA21no68B6,ratoon,NA,NA,NA,597,101,NA,NA,NA,NA,NA,9,NA,NA,NA,
FHIA21no68,B,7,FHIA21no68B7,ratoon,NA,NA,NA,597,101,NA,NA,NA,NA,NA,9,NA,NA,NA,
FHIA21no68,B,8,FHIA21no68B8,ratoon,NA,NA,NA,597,101,NA,NA,NA,NA,NA,9,NA,NA,NA,
FHIA21no68,B,9,FHIA21no68B9,ratoon,NA,NA,NA,597,101,NA,NA,NA,NA,NA,9,NA,NA,NA,
FHIA21no68,B,10,FHIA21no68B10,ratoon,NA,NA,NA,597,101,NA,NA,NA,NA,NA,9,NA,NA,NA,
FHIA21no68,C,1,FHIA21no68C1,ratoon,NA,NA,NA,473,113,NA,43,10,NA,3.99,9,6,NA,NA,
FHIA21no68,C,2,FHIA21no68C2,ratoon,NA,NA,NA,473,113,NA,43,10,NA,3.99,9,6,NA,NA,
FHIA21no68,C,3,FHIA21no68C3,ratoon,NA,NA,NA,473,113,NA,43,10,NA,3.99,9,6,NA,NA,
FHIA21no68,C,4,FHIA21no68C4,ratoon,NA,NA,NA,473,113,NA,43,10,NA,3.99,9,6,NA,NA,
FHIA21no68,C,5,FHIA21no68C5,ratoon,NA,NA,NA,473,113,NA,43,10,NA,3.99,9,6,NA,NA,
FHIA21no68,C,6,FHIA21no68C6,ratoon,NA,NA,NA,473,113,NA,43,10,NA,3.99,9,6,NA,NA,
FHIA21no68,C,7,FHIA21no68C7,ratoon,NA,NA,NA,473,113,NA,43,10,NA,3.99,9,6,NA,NA,
FHIA21no68,C,8,FHIA21no68C8,ratoon,NA,NA,NA,473,113,NA,43,10,NA,3.99,9,6,NA,NA,
FHIA21no68,C,9,FHIA21no68C9,ratoon,NA,NA,NA,473,113,NA,43,10,NA,3.99,9,6,NA,NA,
FHIA21no68,C,10,FHIA21no68C10,ratoon,NA,NA,NA,473,113,NA,43,10,NA,3.99,9,6,NA,NA,
FHIA21no68,D,1,FHIA21no68D1,ratoon,NA,NA,NA,512,101,NA,24,8,NA,2.725,9.2,6,NA,NA,
FHIA21no68,D,2,FHIA21no68D2,ratoon,NA,NA,NA,512,101,NA,24,8,NA,2.725,9.2,6,NA,NA,
FHIA21no68,D,3,FHIA21no68D3,ratoon,NA,NA,NA,512,101,NA,24,8,NA,2.725,9.2,6,NA,NA,
FHIA21no68,D,4,FHIA21no68D4,ratoon,NA,NA,NA,512,101,NA,24,8,NA,2.725,9.2,6,NA,NA,
FHIA21no68,D,5,FHIA21no68D5,ratoon,NA,NA,NA,512,101,NA,24,8,NA,2.725,9.2,6,NA,NA,
FHIA21no68,D,6,FHIA21no68D6,ratoon,NA,NA,NA,512,101,NA,24,8,NA,2.725,9.2,6,NA,NA,
FHIA21no68,D,7,FHIA21no68D7,ratoon,NA,NA,NA,512,101,NA,24,8,NA,2.725,9.2,6,NA,NA,
FHIA21no68,D,8,FHIA21no68D8,ratoon,NA,NA,NA,512,101,NA,24,8,NA,2.725,9.2,6,NA,NA,
FHIA21no68,D,9,FHIA21no68D9,ratoon,NA,NA,NA,512,101,NA,24,8,NA,2.725,9.2,6,NA,NA,
FHIA21no68,D,10,FHIA21no68D10,ratoon,NA,NA,NA,512,101,NA,24,8,NA,2.725,9.2,6,NA,NA,
SH3640,A,1,SH3640A1,ratoon,NA,NA,NA,455,137,NA,29.62631579,9.5,NA,2.761842105,12,4.75,NA,NA,
SH3640,A,2,SH3640A2,ratoon,NA,NA,NA,455,137,NA,29.62631579,9.5,NA,2.761842105,12,4.75,NA,NA,
SH3640,A,3,SH3640A3,ratoon,NA,NA,NA,455,137,NA,29.62631579,9.5,NA,2.761842105,12,4.75,NA,NA,
SH3640,A,4,SH3640A4,ratoon,NA,NA,NA,455,137,NA,29.62631579,9.5,NA,2.761842105,12,4.75,NA,NA,
SH3640,A,5,SH3640A5,ratoon,NA,NA,NA,455,137,NA,29.62631579,9.5,NA,2.761842105,12,4.75,NA,NA,
SH3640,A,6,SH3640A6,ratoon,NA,NA,NA,455,137,NA,29.62631579,9.5,NA,2.761842105,12,4.75,NA,NA,
SH3640,A,7,SH3640A7,ratoon,NA,NA,NA,455,137,NA,29.62631579,9.5,NA,2.761842105,12,4.75,NA,NA,
SH3640,A,8,SH3640A8,ratoon,NA,NA,NA,455,137,NA,29.62631579,9.5,NA,2.761842105,12,4.75,NA,NA,
SH3640,A,9,SH3640A9,ratoon,NA,NA,NA,455,137,NA,29.62631579,9.5,NA,2.761842105,12,4.75,NA,NA,
SH3640,A,10,SH3640A10,ratoon,NA,NA,NA,455,137,NA,29.62631579,9.5,NA,2.761842105,12,4.75,NA,NA,
SH3640,B,1,SH3640B1,ratoon,NA,NA,NA,230,70.5,NA,35.3,11,NA,2.927272727,7,7,NA,NA,
SH3640,B,2,SH3640B2,ratoon,NA,NA,NA,230,70.5,NA,35.3,11,NA,2.927272727,7,7,NA,NA,
SH3640,B,3,SH3640B3,ratoon,NA,NA,NA,230,70.5,NA,35.3,11,NA,2.927272727,7,7,NA,NA,
SH3640,B,4,SH3640B4,ratoon,NA,NA,NA,230,70.5,NA,35.3,11,NA,2.927272727,7,7,NA,NA,
SH3640,B,5,SH3640B5,ratoon,NA,NA,NA,230,70.5,NA,35.3,11,NA,2.927272727,7,7,NA,NA,
SH3640,B,6,SH3640B6,ratoon,NA,NA,NA,230,70.5,NA,35.3,11,NA,2.927272727,7,7,NA,NA,
SH3640,B,7,SH3640B7,ratoon,NA,NA,NA,230,70.5,NA,35.3,11,NA,2.927272727,7,7,NA,NA,
SH3640,B,8,SH3640B8,ratoon,NA,NA,NA,230,70.5,NA,35.3,11,NA,2.927272727,7,7,NA,NA,
SH3640,B,9,SH3640B9,ratoon,NA,NA,NA,230,70.5,NA,35.3,11,NA,2.927272727,7,7,NA,NA,
SH3640,B,10,SH3640B10,ratoon,NA,NA,NA,230,70.5,NA,35.3,11,NA,2.927272727,7,7,NA,NA,
SH3640,C,1,SH3640C1,ratoon,NA,NA,NA,305,93,NA,31,10,NA,2.88,8.8,6,NA,NA,
SH3640,C,2,SH3640C2,ratoon,NA,NA,NA,305,93,NA,31,10,NA,2.88,8.8,6,NA,NA,
SH3640,C,3,SH3640C3,ratoon,NA,NA,NA,305,93,NA,31,10,NA,2.88,8.8,6,NA,NA,
SH3640,C,4,SH3640C4,ratoon,NA,NA,NA,305,93,NA,31,10,NA,2.88,8.8,6,NA,NA,
SH3640,C,5,SH3640C5,ratoon,NA,NA,NA,305,93,NA,31,10,NA,2.88,8.8,6,NA,NA,
SH3640,C,6,SH3640C6,ratoon,NA,NA,NA,305,93,NA,31,10,NA,2.88,8.8,6,NA,NA,
SH3640,C,7,SH3640C7,ratoon,NA,NA,NA,305,93,NA,31,10,NA,2.88,8.8,6,NA,NA,
SH3640,C,8,SH3640C8,ratoon,NA,NA,NA,305,93,NA,31,10,NA,2.88,8.8,6,NA,NA,
SH3640,C,9,SH3640C9,ratoon,NA,NA,NA,305,93,NA,31,10,NA,2.88,8.8,6,NA,NA,
SH3640,C,10,SH3640C10,ratoon,NA,NA,NA,305,93,NA,31,10,NA,2.88,8.8,6,NA,NA,
SH3640,D,1,SH3640D1,ratoon,NA,NA,NA,306,92.5,NA,26,10,NA,NA,9,2.405,NA,NA,
SH3640,D,2,SH3640D2,ratoon,NA,NA,NA,306,92.5,NA,26,10,NA,NA,9,2.405,NA,NA,
SH3640,D,3,SH3640D3,ratoon,NA,NA,NA,306,92.5,NA,26,10,NA,NA,9,2.405,NA,NA,
SH3640,D,4,SH3640D4,ratoon,NA,NA,NA,306,92.5,NA,26,10,NA,NA,9,2.405,NA,NA,
SH3640,D,5,SH3640D5,ratoon,NA,NA,NA,306,92.5,NA,26,10,NA,NA,9,2.405,NA,NA,
SH3640,D,6,SH3640D6,ratoon,NA,NA,NA,306,92.5,NA,26,10,NA,NA,9,2.405,NA,NA,
SH3640,D,7,SH3640D7,ratoon,NA,NA,NA,306,92.5,NA,26,10,NA,NA,9,2.405,NA,NA,
SH3640,D,8,SH3640D8,ratoon,NA,NA,NA,306,92.5,NA,26,10,NA,NA,9,2.405,NA,NA,
SH3640,D,9,SH3640D9,ratoon,NA,NA,NA,306,92.5,NA,26,10,NA,NA,9,2.405,NA,NA,
SH3640,D,10,SH3640D10,ratoon,NA,NA,NA,306,92.5,NA,26,10,NA,NA,9,2.405,NA,NA,
FHIA03,A,1,FHIA03A1,ratoon,NA,NA,NA,420,90,NA,35.66666667,11,NA,2.966666667,10,7.333333333,NA,NA,
FHIA03,A,2,FHIA03A2,ratoon,NA,NA,NA,420,90,NA,35.66666667,11,NA,2.966666667,10,7.333333333,NA,NA,
FHIA03,A,3,FHIA03A3,ratoon,NA,NA,NA,420,90,NA,35.66666667,11,NA,2.966666667,10,7.333333333,NA,NA,
FHIA03,A,4,FHIA03A4,ratoon,NA,NA,NA,420,90,NA,35.66666667,11,NA,2.966666667,10,7.333333333,NA,NA,
FHIA03,A,5,FHIA03A5,ratoon,NA,NA,NA,420,90,NA,35.66666667,11,NA,2.966666667,10,7.333333333,NA,NA,
FHIA03,A,6,FHIA03A6,ratoon,NA,NA,NA,420,90,NA,35.66666667,11,NA,2.966666667,10,7.333333333,NA,NA,
FHIA03,A,7,FHIA03A7,ratoon,NA,NA,NA,420,90,NA,35.66666667,11,NA,2.966666667,10,7.333333333,NA,NA,
FHIA03,A,8,FHIA03A8,ratoon,NA,NA,NA,420,90,NA,35.66666667,11,NA,2.966666667,10,7.333333333,NA,NA,
FHIA03,A,9,FHIA03A9,ratoon,NA,NA,NA,420,90,NA,35.66666667,11,NA,2.966666667,10,7.333333333,NA,NA,
FHIA03,A,10,FHIA03A10,ratoon,NA,NA,NA,420,90,NA,35.66666667,11,NA,2.966666667,10,7.333333333,NA,NA,
FHIA03,B,1,FHIA03B1,ratoon,NA,NA,NA,426,102,NA,34.64880952,10.5,NA,2.932142857,10,9,NA,NA,
FHIA03,B,2,FHIA03B2,ratoon,NA,NA,NA,426,102,NA,34.64880952,10.5,NA,2.932142857,10,9,NA,NA,
FHIA03,B,3,FHIA03B3,ratoon,NA,NA,NA,426,102,NA,34.64880952,10.5,NA,2.932142857,10,9,NA,NA,
FHIA03,B,4,FHIA03B4,ratoon,NA,NA,NA,426,102,NA,34.64880952,10.5,NA,2.932142857,10,9,NA,NA,
FHIA03,B,5,FHIA03B5,ratoon,NA,NA,NA,426,102,NA,34.64880952,10.5,NA,2.932142857,10,9,NA,NA,
FHIA03,B,6,FHIA03B6,ratoon,NA,NA,NA,426,102,NA,34.64880952,10.5,NA,2.932142857,10,9,NA,NA,
FHIA03,B,7,FHIA03B7,ratoon,NA,NA,NA,426,102,NA,34.64880952,10.5,NA,2.932142857,10,9,NA,NA,
FHIA03,B,8,FHIA03B8,ratoon,NA,NA,NA,426,102,NA,34.64880952,10.5,NA,2.932142857,10,9,NA,NA,
FHIA03,B,9,FHIA03B9,ratoon,NA,NA,NA,426,102,NA,34.64880952,10.5,NA,2.932142857,10,9,NA,NA,
FHIA03,B,10,FHIA03B10,ratoon,NA,NA,NA,426,102,NA,34.64880952,10.5,NA,2.932142857,10,9,NA,NA,
FHIA03,C,1,FHIA03C1,ratoon,NA,NA,NA,390,90,NA,30.27777778,9,NA,3.022222222,11,9,NA,NA,
FHIA03,C,2,FHIA03C2,ratoon,NA,NA,NA,390,90,NA,30.27777778,9,NA,3.022222222,11,9,NA,NA,
FHIA03,C,3,FHIA03C3,ratoon,NA,NA,NA,390,90,NA,30.27777778,9,NA,3.022222222,11,9,NA,NA,
FHIA03,C,4,FHIA03C4,ratoon,NA,NA,NA,390,90,NA,30.27777778,9,NA,3.022222222,11,9,NA,NA,
FHIA03,C,5,FHIA03C5,ratoon,NA,NA,NA,390,90,NA,30.27777778,9,NA,3.022222222,11,9,NA,NA,
FHIA03,C,6,FHIA03C6,ratoon,NA,NA,NA,390,90,NA,30.27777778,9,NA,3.022222222,11,9,NA,NA,
FHIA03,C,7,FHIA03C7,ratoon,NA,NA,NA,390,90,NA,30.27777778,9,NA,3.022222222,11,9,NA,NA,
FHIA03,C,8,FHIA03C8,ratoon,NA,NA,NA,390,90,NA,30.27777778,9,NA,3.022222222,11,9,NA,NA,
FHIA03,C,9,FHIA03C9,ratoon,NA,NA,NA,390,90,NA,30.27777778,9,NA,3.022222222,11,9,NA,NA,
FHIA03,C,10,FHIA03C10,ratoon,NA,NA,NA,390,90,NA,30.27777778,9,NA,3.022222222,11,9,NA,NA,
FHIA03,D,1,FHIA03D1,ratoon,NA,NA,NA,500,134,NA,29.4,10,NA,2.658333333,7,8,NA,NA,
FHIA03,D,2,FHIA03D2,ratoon,NA,NA,NA,500,134,NA,29.4,10,NA,2.658333333,7,8,NA,NA,
FHIA03,D,3,FHIA03D3,ratoon,NA,NA,NA,500,134,NA,29.4,10,NA,2.658333333,7,8,NA,NA,
FHIA03,D,4,FHIA03D4,ratoon,NA,NA,NA,500,134,NA,29.4,10,NA,2.658333333,7,8,NA,NA,
FHIA03,D,5,FHIA03D5,ratoon,NA,NA,NA,500,134,NA,29.4,10,NA,2.658333333,7,8,NA,NA,
FHIA03,D,6,FHIA03D6,ratoon,NA,NA,NA,500,134,NA,29.4,10,NA,2.658333333,7,8,NA,NA,
FHIA03,D,7,FHIA03D7,ratoon,NA,NA,NA,500,134,NA,29.4,10,NA,2.658333333,7,8,NA,NA,
FHIA03,D,8,FHIA03D8,ratoon,NA,NA,NA,500,134,NA,29.4,10,NA,2.658333333,7,8,NA,NA,
FHIA03,D,9,FHIA03D9,ratoon,NA,NA,NA,500,134,NA,29.4,10,NA,2.658333333,7,8,NA,NA,
FHIA03,D,10,FHIA03D10,ratoon,NA,NA,NA,500,134,NA,29.4,10,NA,2.658333333,7,8,NA,NA,
BITA2,A,1,BITA2A1,ratoon,NA,NA,NA,450,108,NA,25.97407407,9,NA,3.574074074,10,8,NA,NA,
BITA2,A,2,BITA2A2,ratoon,NA,NA,NA,450,108,NA,25.97407407,9,NA,3.574074074,10,8,NA,NA,
BITA2,A,3,BITA2A3,ratoon,NA,NA,NA,450,108,NA,25.97407407,9,NA,3.574074074,10,8,NA,NA,
BITA2,A,4,BITA2A4,ratoon,NA,NA,NA,450,108,NA,25.97407407,9,NA,3.574074074,10,8,NA,NA,
BITA2,A,5,BITA2A5,ratoon,NA,NA,NA,450,108,NA,25.97407407,9,NA,3.574074074,10,8,NA,NA,
BITA2,A,6,BITA2A6,ratoon,NA,NA,NA,450,108,NA,25.97407407,9,NA,3.574074074,10,8,NA,NA,
BITA2,A,7,BITA2A7,ratoon,NA,NA,NA,450,108,NA,25.97407407,9,NA,3.574074074,10,8,NA,NA,
BITA2,A,8,BITA2A8,ratoon,NA,NA,NA,450,108,NA,25.97407407,9,NA,3.574074074,10,8,NA,NA,
BITA2,A,9,BITA2A9,ratoon,NA,NA,NA,450,108,NA,25.97407407,9,NA,3.574074074,10,8,NA,NA,
BITA2,A,10,BITA2A10,ratoon,NA,NA,NA,450,108,NA,25.97407407,9,NA,3.574074074,10,8,NA,NA,
BITA2,B,1,BITA2B1,ratoon,NA,NA,NA,480,100.5,NA,19.8,9,NA,2.177777778,9,8,NA,NA,
BITA2,B,2,BITA2B2,ratoon,NA,NA,NA,480,100.5,NA,19.8,9,NA,2.177777778,9,8,NA,NA,
BITA2,B,3,BITA2B3,ratoon,NA,NA,NA,480,100.5,NA,19.8,9,NA,2.177777778,9,8,NA,NA,
BITA2,B,4,BITA2B4,ratoon,NA,NA,NA,480,100.5,NA,19.8,9,NA,2.177777778,9,8,NA,NA,
