Cultivar,Block,Plant,Mat ID,Plant cycle,Date planted,Date shooting,Date harvest,Pseudostem height (cm) (shooting),Pseudostem girth (cm) (shooting),Height of following sucker (cm) (shooting),Bunch weight (kg),Number of hands,Number of fruits in bunch,Weight of fruit (g),Number of functional leaves (shooting),Number of functional leaves (harvest),Disease development time (days),Average youngest leaf spotted (between weeks 17 to 21),Data for YLS are averaged per replication (per block)
PisangJariBuaya,D,5,PisangJariBuayaD5,mother,1/4/2002,10/19/2002,2/8/2003,373,59,320,13,4,60,11.25,9,3,51,8.57,
PisangJariBuaya,D,6,PisangJariBuayaD6,mother,1/4/2002,9/21/2002,1/8/2003,327,58,279,11.55,7,119,10,11,5,51,8.57,
PisangJariBuaya,D,7,PisangJariBuayaD7,mother,1/4/2002,9/13/2002,1/25/2003,345,57,305,14.85,9,125,13.7,12,3,51,8.57,
PisangJariBuaya,D,8,PisangJariBuayaD8,mother,1/4/2002,9/14/2002,1/8/2003,380,68,302,NA,NA,NA,NA,12,NA,51,8.57,
PisangJariBuaya,D,9,PisangJariBuayaD9,mother,1/4/2002,9/5/2002,1/8/2003,350,61,316,14.1,9,146,12.7,11,5,51,8.57,
PisangJariBuaya,D,10,PisangJariBuayaD10,mother,1/4/2002,11/11/2002,NA,340,68,310,NA,NA,NA,NA,11,NA,51,8.57,
Williams,A,1,WilliamsA1,mother,1/4/2002,7/25/2002,11/20/2002,169,70.8,93.5,17.55,8,157,14.95,9,0,36,7.337777778,
Williams,A,2,WilliamsA2,mother,1/4/2002,7/16/2002,11/15/2002,179,76.4,73.5,12.8,9,166,10.9,8,0,36,7.337777778,
Williams,A,3,WilliamsA3,mother,1/4/2002,7/27/2002,11/20/2002,180,74.5,78,13.5,8,137,11.6,9,0,37,7.337777778,
Williams,A,4,WilliamsA4,mother,1/4/2002,7/20/2002,11/15/2002,173,73.5,75,10.8,9,151,9.1,8,0,29,7.337777778,
Williams,A,5,WilliamsA5,mother,1/4/2002,7/20/2002,NA,173,70,96,NA,NA,NA,NA,8,NA,33,7.337777778,
Williams,A,6,WilliamsA6,mother,1/4/2002,7/31/2002,11/15/2002,159,66,97,11.2,9,160,9.6,7,0,36,7.337777778,
Williams,A,7,WilliamsA7,mother,1/4/2002,7/18/2002,NA,176,70,104,NA,NA,NA,NA,7,NA,37,7.337777778,
Williams,A,8,WilliamsA8,mother,1/4/2002,7/10/2002,NA,189,74,75,NA,NA,NA,NA,9,NA,37,7.337777778,
Williams,A,9,WilliamsA9,mother,1/4/2002,7/16/2002,NA,174,74,111,NA,NA,NA,NA,9,NA,32,7.337777778,
Williams,A,10,WilliamsA10,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.337777778,
Williams,B,1,WilliamsB1,mother,1/4/2002,7/25/2002,NA,169,70.81,93.5,17.55,8,151,14.95,9,0,33,7.677777778,
Williams,B,2,WilliamsB2,mother,1/4/2002,7/16/2002,11/15/2002,179,76.4,73.5,12.8,9,166,10.9,8,0,33,7.677777778,
Williams,B,3,WilliamsB3,mother,1/4/2002,7/27/2002,11/15/2002,180,74.5,78,13.8,8,137,11.6,9,0,34,7.677777778,
Williams,B,4,WilliamsB4,mother,1/4/2002,7/20/2002,11/15/2002,173,73.5,75,10.8,9,151,9.1,8,0,33,7.677777778,
Williams,B,5,WilliamsB5,mother,1/4/2002,7/20/2002,11/15/2002,173,70,96,9.6,7,124,7.8,8,0,33,7.677777778,
Williams,B,6,WilliamsB6,mother,1/4/2002,7/31/2002,NA,159,66,97,11.2,9,160,9.6,7,0,0,7.677777778,
Williams,B,7,WilliamsB7,mother,1/4/2002,7/18/2002,NA,176,70,107,NA,NA,NA,NA,7,NA,NA,7.677777778,
Williams,B,8,WilliamsB8,mother,1/4/2002,7/10/2002,11/15/2002,189,74,75,9.4,8,139,7.6,9,1,36,7.677777778,
Williams,B,9,WilliamsB9,mother,1/4/2002,7/16/2002,11/15/2002,174,74,111,9.6,7,119,7.7,9,0,33,7.677777778,
Williams,B,10,WilliamsB10,mother,1/4/2002,7/16/2002,11/15/2002,169,72,105,9.6,7,114,8.1,8,0,36,7.677777778,
Williams,C,1,WilliamsC1,mother,1/4/2002,7/16/2002,11/20/2002,178,71,84,10.1,8,133,12.4,8,0,37,8.197222222,
Williams,C,2,WilliamsC2,mother,1/4/2002,7/18/2002,NA,179,74,68,NA,NA,NA,NA,8,NA,37,8.197222222,
Williams,C,3,WilliamsC3,mother,1/4/2002,7/11/2002,NA,169,71.3,91,NA,NA,NA,NA,8,NA,37,8.197222222,
Williams,C,4,WilliamsC4,mother,1/4/2002,7/20/2002,NA,184,75,51,NA,NA,NA,NA,9,NA,41,8.197222222,
Williams,C,5,WilliamsC5,mother,1/4/2002,7/8/2002,NA,189,73.5,97,NA,NA,NA,NA,11,NA,35,8.197222222,
Williams,C,6,WilliamsC6,mother,1/4/2002,7/20/2002,NA,176,71,85,NA,NA,NA,NA,9,NA,35,8.197222222,
Williams,C,7,WilliamsC7,mother,1/4/2002,7/12/2002,11/20/2002,170,71,60,13.4,8,135,11.75,8,0,35,8.197222222,
Williams,C,8,WilliamsC8,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.197222222,
Williams,C,9,WilliamsC9,mother,1/4/2002,7/12/2002,NA,180,72,98,NA,NA,NA,NA,9,NA,39,8.197222222,
Williams,C,10,WilliamsC10,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.197222222,
Williams,D,1,WilliamsD1,mother,1/4/2002,7/18/2002,11/15/2002,171,72.4,83,9.9,8,140,9,6,0,32,8.002222222,
Williams,D,2,WilliamsD2,mother,1/4/2002,8/1/2002,NA,181,73,68,NA,NA,NA,NA,7,NA,35,8.002222222,
Williams,D,3,WilliamsD3,mother,1/4/2002,7/22/2002,11/20/2002,158,66.2,135,14,8,135,12.3,7,0,35,8.002222222,
Williams,D,4,WilliamsD4,mother,1/4/2002,7/12/2002,11/20/2002,185,77,94,13.5,7,113,11.6,7,0,39,8.002222222,
Williams,D,5,WilliamsD5,mother,1/4/2002,7/27/2002,11/20/2002,171,69.5,92,11.8,8,144,9.9,8,0,49,8.002222222,
Williams,D,6,WilliamsD6,mother,1/4/2002,7/16/2002,11/20/2002,169,72.6,94,11.35,8,132,9.65,8,0,37,8.002222222,
Williams,D,7,WilliamsD7,mother,1/4/2002,7/16/2002,11/20/2002,182,76,97,14.8,8,140,13,7,0,38,8.002222222,
Williams,D,8,WilliamsD8,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.002222222,
Williams,D,9,WilliamsD9,mother,1/4/2002,7/18/2002,11/20/2002,172,71.6,87,12.8,7,113,11.2,10,0,17,8.002222222,
Williams,D,10,WilliamsD10,mother,1/4/2002,7/16/2002,11/15/2002,172,73.7,103,9.9,8,133,8.5,8,0,38,8.002222222,
FHIA23,A,1,FHIA23A1,mother,1/4/2002,12/5/2002,3/10/2003,375,98,182,37.4,19,346,33.3,13,8,37,9.98,
FHIA23,A,2,FHIA23A2,mother,1/4/2002,9/24/2002,1/3/2003,358,112,151,41.25,13,217,36.55,11,6,37,9.98,
FHIA23,A,3,FHIA23A3,mother,1/4/2002,10/10/2002,1/24/2003,390,122,170,56.7,13,213,49.6,11,6,50,9.98,
FHIA23,A,4,FHIA23A4,mother,1/4/2002,10/3/2002,1/24/2003,317,107,172,27.95,13,216,24.65,12,5,50,9.98,
FHIA23,A,5,FHIA23A5,mother,1/4/2002,3/5/2003,6/11/2003,364,115,183,19.2,12,157,17.3,10,5,50,9.98,
FHIA23,A,6,FHIA23A6,mother,1/4/2002,10/4/2002,1/24/2003,370,113,328,34.2,11,185,29.2,11,7,37,9.98,
FHIA23,A,7,FHIA23A7,mother,1/4/2002,9/9/2002,12/23/2002,358,105,180,36.85,11,193,32.3,12,5,50,9.98,
FHIA23,A,8,FHIA23A8,mother,1/4/2002,9/29/2002,4/24/2003,368,103,186,38.75,18,313,35.5,12,6,37,9.98,
FHIA23,A,9,FHIA23A9,mother,1/4/2002,11/29/2002,3/10/2003,359,110,198,27.4,17,269,24.8,11,5,50,9.98,
FHIA23,A,10,FHIA23A10,mother,1/4/2002,11/29/2002,3/18/2003,348,96,212,38.75,18,287,33.9,11,7,29,9.98,
FHIA23,B,1,FHIA23B1,mother,1/4/2002,11/24/2002,3/1/2003,335,110,87,32.15,18,313,27.75,10,6,61,9.154285714,
FHIA23,B,2,FHIA23B2,mother,1/4/2002,10/18/2002,2/8/2003,320,114,58,38.15,15,310,34.5,12,5,57,9.154285714,
FHIA23,B,3,FHIA23B3,mother,1/4/2002,10/9/2002,1/28/2003,391,117,200,50.65,13,212,47.2,10,7,53,9.154285714,
FHIA23,B,4,FHIA23B4,mother,1/4/2002,12/26/2002,4/4/2003,395,118,30,29.5,17,270,26.5,10,4,44,9.154285714,
FHIA23,B,5,FHIA23B5,mother,1/4/2002,10/12/2002,2/7/2003,329,110,63,35.75,15,262,31.95,11,4,49,9.154285714,
FHIA23,B,6,FHIA23B6,mother,1/4/2002,11/25/2002,3/1/2003,330,111,101,30.4,16,261,26.8,10,9,59,9.154285714,
FHIA23,B,7,FHIA23B7,mother,1/4/2002,11/24/2002,NA,340,114,67,NA,NA,NA,NA,10,NA,49,9.154285714,
FHIA23,B,8,FHIA23B8,mother,1/4/2002,12/24/2002,3/14/2003,338,115,20,29.5,12,206,25.4,12,6,51,9.154285714,
FHIA23,B,9,FHIA23B9,mother,1/4/2002,11/9/2002,3/1/2003,334,111,30,33.7,18,291,29.4,11,8,51,9.154285714,
FHIA23,B,10,FHIA23B10,mother,1/4/2002,1/11/2003,4/26/2003,335,119,60,21.9,14,214,19.5,12,4,53,9.154285714,
FHIA23,C,1,FHIA23C1,mother,1/4/2002,11/15/2002,3/1/2003,385,112,95,34.1,18,290,30.35,13,6,71,10.33777778,
FHIA23,C,2,FHIA23C2,mother,1/4/2002,11/11/2002,3/1/2003,334,117,101,38.8,16,252,34.55,12,5,72,10.33777778,
FHIA23,C,3,FHIA23C3,mother,1/4/2002,11/9/2002,3/1/2003,370,105,96,28.95,17,273,25.95,13,7,80,10.33777778,
FHIA23,C,4,FHIA23C4,mother,1/4/2002,11/10/2002,3/1/2003,320,115,198,34.85,15,242,31.25,12,8,80,10.33777778,
FHIA23,C,5,FHIA23C5,mother,1/4/2002,10/3/2002,1/30/2003,344,111,180,37.45,14,236,32.35,11,4,83,10.33777778,
FHIA23,C,6,FHIA23C6,mother,1/4/2002,12/14/2002,NA,318,118,198,NA,NA,NA,NA,12,NA,80,10.33777778,
FHIA23,C,7,FHIA23C7,mother,1/4/2002,10/14/2002,1/30/2003,365,115,94,41.75,16,281,37.05,12,4,89,10.33777778,
FHIA23,C,8,FHIA23C8,mother,1/4/2002,9/3/2002,12/28/2002,358,103,186,40.35,12,206,35.1,12,6,77,10.33777778,
FHIA23,C,9,FHIA23C9,mother,1/4/2002,10/25/2002,1/4/2003,330,98,178,39.7,11,195,36.15,12,6,78,10.33777778,
FHIA23,C,10,FHIA23C10,mother,1/4/2002,8/26/2002,NA,350,106.7,260,NA,NA,NA,NA,13,NA,87,10.33777778,
FHIA23,D,1,FHIA23D1,mother,1/4/2002,11/14/2002,3/1/2003,386,115,156,37.2,17,293,33,12,7,73,6.56,
FHIA23,D,2,FHIA23D2,mother,1/4/2002,9/30/2002,1/28/2003,343,113,142,46.05,15,250,42.7,13,7,73,6.56,
FHIA23,D,3,FHIA23D3,mother,1/4/2002,10/1/2002,1/28/2003,339,103,103,50.75,12,203,47,12,8,84,6.56,
FHIA23,D,4,FHIA23D4,mother,1/4/2002,10/28/2002,2/8/2003,350,118,175,40.5,17,295,35.75,13,5,70,6.56,
FHIA23,D,5,FHIA23D5,mother,1/4/2002,9/17/2002,3/1/2003,297,107,251,35.45,16,270,30.8,13,6,75,6.56,
FHIA23,D,6,FHIA23D6,mother,1/4/2002,9/17/2002,1/8/2003,297,107,251,20.95,7,112,18.25,13,6,71,6.56,
FHIA23,D,7,FHIA23D7,mother,1/4/2002,10/14/2002,2/8/2003,317,109,130,19.4,7,112,16.2,13,8,85,6.56,
FHIA23,D,8,FHIA23D8,mother,1/4/2002,10/12/2002,2/8/2003,329,109,88,20.05,9,142,17.05,11,9,75,6.56,
FHIA23,D,9,FHIA23D9,mother,1/4/2002,11/18/2002,3/1/2003,287,110,94,32.9,15,253,29.3,11,9,48,6.56,
FHIA23,D,10,FHIA23D10,mother,1/4/2002,11/4/2002,3/1/2003,370,108,88,38.05,16,260,34.05,13,7,77,6.56,
SH34369,A,1,SH34369A1,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,9.586666667,
SH34369,A,2,SH34369A2,mother,1/4/2002,12/23/2002,4/4/2003,344,NA,81,26.15,10,198,22.95,11,5,46,9.586666667,
SH34369,A,3,SH34369A3,mother,1/4/2002,10/19/2002,2/6/2003,342,117,84,20.5,10,174,17.05,10,5,57,9.586666667,
SH34369,A,4,SH34369A4,mother,1/4/2002,11/20/2002,3/14/2003,347,110,68,23.8,10,203,20.85,10,4,60,9.586666667,
SH34369,A,5,SH34369A5,mother,1/4/2002,12/9/2002,NA,350,NA,200,NA,NA,NA,NA,12,NA,54,9.586666667,
SH34369,A,6,SH34369A6,mother,1/4/2002,NA,7/25/2003,NA,NA,NA,19.2,8,147,17.1,12,6,50,9.586666667,
SH34369,A,7,SH34369A7,mother,1/4/2002,12/20/2002,4/4/2003,386,105,75,22.05,10,196,19.55,11,5,42,9.586666667,
SH34369,A,8,SH34369A8,mother,1/4/2002,1/11/2003,NA,375,110,100,NA,NA,NA,NA,12,NA,42,9.586666667,
SH34369,A,9,SH34369A9,mother,1/4/2002,12/20/2002,4/4/2003,365,106,87,24.9,10,184,21.85,10,6,59,9.586666667,
SH34369,A,10,SH34369A10,mother,1/4/2002,10/12/2002,1/28/2003,348,113,94,31.65,11,207,29.4,12,5,59,9.586666667,
SH34369,B,1,SH34369B1,mother,1/4/2002,9/2/2002,1/9/2003,327,108,189,17.25,8,133,13.35,11,5,54,9.859365079,
SH34369,B,2,SH34369B2,mother,1/4/2002,11/9/2002,2/22/2003,346,109,150,42.4,11,222,37.9,10,4,49,9.859365079,
SH34369,B,3,SH34369B3,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,9.859365079,
SH34369,B,4,SH34369B4,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,9.859365079,
SH34369,B,5,SH34369B5,mother,1/4/2002,1/4/2003,3/1/2003,345,110,130,10.3,11,196,8.2,11,6,54,9.859365079,
SH34369,B,6,SH34369B6,mother,1/4/2002,12/9/2002,NA,350,NA,200,NA,NA,NA,NA,12,NA,57,9.859365079,
SH34369,B,7,SH34369B7,mother,1/4/2002,11/19/2002,4/5/2003,338,105,165,24.95,12,235,21.2,10,3,57,9.859365079,
SH34369,B,8,SH34369B8,mother,1/4/2002,12/25/2002,2/22/2003,330,109,110,24.95,10,190,22.15,11,3,57,9.859365079,
SH34369,B,9,SH34369B9,mother,1/4/2002,3/8/2003,6/11/2003,345,105,117,22.7,9,149,20.4,10,3,51,9.859365079,
SH34369,B,10,SH34369B10,mother,1/4/2002,1/8/2003,4/26/2003,325,108,110,16.2,11,197,14,12,3,51,9.859365079,
SH34369,C,1,SH34369C1,mother,1/4/2002,12/5/2002,3/14/2003,352,105,108,17.55,10,181,14.7,11,5,65,8.901666667,
SH34369,C,2,SH34369C2,mother,1/4/2002,10/29/2002,NA,330,102,11,NA,NA,NA,NA,11,NA,65,8.901666667,
SH34369,C,3,SH34369C3,mother,1/4/2002,10/29/2002,7/25/2003,334,108,112,NA,NA,NA,NA,12,NA,65,8.901666667,
SH34369,C,4,SH34369C4,mother,1/4/2002,10/18/2002,2/6/2003,348,112,103,24.55,10,212,21.05,10,5,65,8.901666667,
SH34369,C,5,SH34369C5,mother,1/4/2002,10/21/2002,2/7/2003,320,110,99,23.75,9,174,21.05,12,9,72,8.901666667,
SH34369,C,6,SH34369C6,mother,1/4/2002,11/25/2002,2/6/2003,290,96,103,25.85,8,157,21.85,11,5,76,8.901666667,
SH34369,C,7,SH34369C7,mother,1/4/2002,1/3/2003,4/26/2003,362,110,112,17.4,9,152,14.8,10,5,52,8.901666667,
SH34369,C,8,SH34369C8,mother,1/4/2002,10/22/2002,2/6/2003,353,112,95,23.5,10,189,19.35,12,4,64,8.901666667,
SH34369,C,9,SH34369C9,mother,1/4/2002,2/25/2003,7/25/2003,316,103,96,16.3,11,195,16,9,4,68,8.901666667,
SH34369,C,10,SH34369C10,mother,1/4/2002,10/29/2002,2/6/2003,334,108,112,22.3,10,181,18.7,12,5,67,8.901666667,
SH34369,D,1,SH34369D1,mother,1/4/2002,12/12/2002,3/18/2003,325,98,189,13.4,11,216,11.2,12,6,63,8.68,
SH34369,D,2,SH34369D2,mother,1/4/2002,12/12/2002,4/5/2003,300,100,210,21.9,11,195,19.5,12,6,49,8.68,
SH34369,D,3,SH34369D3,mother,1/4/2002,11/11/2002,3/10/2003,348,105,220,30,9,169,25.9,12,7,66,8.68,
SH34369,D,4,SH34369D4,mother,1/4/2002,12/5/2002,3/14/2003,338,108,278,20,11,192,16.8,12,5,63,8.68,
SH34369,D,5,SH34369D5,mother,1/4/2002,11/11/2002,3/10/2003,365,108,276,28.7,9,161,25.2,13,8,72,8.68,
SH34369,D,6,SH34369D6,mother,1/4/2002,10/30/2002,NA,358,99,221,NA,NA,NA,NA,13,NA,66,8.68,
SH34369,D,7,SH34369D7,mother,1/4/2002,11/4/2002,3/10/2003,384,115,180,29.5,9,161,26.4,13,5,66,8.68,
SH34369,D,8,SH34369D8,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,8.68,
SH34369,D,9,SH34369D9,mother,1/4/2002,12/26/2002,4/5/2003,342,110,88,25.5,12,221,21.3,13,5,55,8.68,
SH34369,D,10,SH34369D10,mother,1/4/2002,11/13/2002,3/14/2003,334,111,185,20.6,8,151,16.7,13,6,51,8.68,
FHIA02,A,1,FHIA02A1,mother,1/4/2002,8/14/2002,11/29/2002,189,56,63,7.8,8,98,7.05,16,7,93,5.433333333,
FHIA02,A,2,FHIA02A2,mother,1/4/2002,8/14/2002,12/5/2002,249,73,151,13.6,9,123,11.8,14,7,105,5.433333333,
FHIA02,A,3,FHIA02A3,mother,1/4/2002,8/20/2002,NA,197,61,96,NA,NA,NA,NA,18,NA,105,5.433333333,
FHIA02,A,4,FHIA02A4,mother,1/4/2002,7/24/2002,12/2/2002,237,74.3,152,8.85,7,96,7.85,14,5,105,5.433333333,
FHIA02,A,5,FHIA02A5,mother,1/4/2002,8/19/2002,12/7/2002,255,68,137,8.9,8,109,7.5,14,9,100,5.433333333,
FHIA02,A,6,FHIA02A6,mother,1/4/2002,8/14/2002,12/2/2002,234,76,149,6.2,8,98,4.9,17,0,105,5.433333333,
FHIA02,A,7,FHIA02A7,mother,1/4/2002,7/31/2002,NA,207,59,78,NA,NA,NA,NA,16,NA,105,5.433333333,
FHIA02,A,8,FHIA02A8,mother,1/4/2002,8/7/2002,11/29/2002,200,53.5,63,8.6,8,102,7.35,15,8,105,5.433333333,
FHIA02,A,9,FHIA02A9,mother,1/4/2002,8/5/2002,11/21/2002,255,78,180,17.8,8,116,14.8,13,3,105,5.433333333,
FHIA02,A,10,FHIA02A10,mother,1/4/2002,7/20/2002,11/21/2002,227,69,182,21,9,123,10.25,14,4,95,5.433333333,
FHIA02,B,1,FHIA02B1,mother,1/4/2002,11/4/2002,2/8/2003,270,73,230,8.5,8,104,7.6,12,3,70,2.6,
FHIA02,B,2,FHIA02B2,mother,1/4/2002,9/13/2002,1/7/2003,259,74,152,11.75,8,101,10.25,13,9,91,2.6,
FHIA02,B,3,FHIA02B3,mother,1/4/2002,8/7/2002,11/29/2002,237,75,200,15.1,10,128,12.6,13,6,96,2.6,
FHIA02,B,4,FHIA02B4,mother,1/4/2002,9/13/2002,1/7/2003,252,74,176,11.7,8,100,10.55,13,8,109,2.6,
FHIA02,B,5,FHIA02B5,mother,1/4/2002,9/23/2002,1/25/2003,245,72,127,7.7,8,85,6.65,14,8,104,2.6,
FHIA02,B,6,FHIA02B6,mother,1/4/2002,7/29/2002,11/29/2002,191,58.2,70,10.9,8,103,9,17,7,95,2.6,
FHIA02,B,7,FHIA02B7,mother,1/4/2002,8/9/2002,11/29/2002,239,72.8,145,12.75,9,125,10.6,14,7,91,2.6,
FHIA02,B,8,FHIA02B8,mother,1/4/2002,8/16/2002,12/26/2002,235,72.2,108,12.1,10,122,10.55,16,5,100,2.6,
FHIA02,B,9,FHIA02B9,mother,1/4/2002,8/16/2002,1/25/2003,223,58,90,8.4,8,98,7.15,15,6,100,2.6,
FHIA02,B,10,FHIA02B10,mother,1/4/2002,9/21/2002,1/25/2003,263,76,122,11.7,7,86,10.3,13,7,85,2.6,
FHIA02,C,1,FHIA02C1,mother,1/4/2002,8/6/2002,12/2/2002,253,78.2,116,13.05,7,121,10.75,14,5,80,7.646666667,
FHIA02,C,2,FHIA02C2,mother,1/4/2002,8/13/2002,12/2/2002,283,82.6,148,11.5,9,123,10.2,13,4,88,7.646666667,
FHIA02,C,3,FHIA02C3,mother,1/4/2002,7/31/2002,11/21/2002,265,79.5,119,11.88,8,106,9.85,14,5,99,7.646666667,
FHIA02,C,4,FHIA02C4,mother,1/4/2002,8/7/2002,11/21/2002,264,79,157,10.05,8,155,8.55,14,3,93,7.646666667,
FHIA02,C,5,FHIA02C5,mother,1/4/2002,8/10/2002,12/2/2002,266,81.4,167,9.6,8,103,7.85,14,5,95,7.646666667,
FHIA02,C,6,FHIA02C6,mother,1/4/2002,7/22/2002,12/2/2002,236,75,191,11.55,8,109,10.3,15,4,95,7.646666667,
FHIA02,C,7,FHIA02C7,mother,1/4/2002,8/10/2002,12/2/2002,275,76.6,249,11.95,9,119,9.9,15,5,88,7.646666667,
FHIA02,C,8,FHIA02C8,mother,1/4/2002,8/2/2002,11/21/2002,269,75,200,13.4,9,128,11.1,14,4,NA,7.646666667,
FHIA02,C,9,FHIA02C9,mother,1/4/2002,8/7/2002,12/2/2002,260,72.6,155,12.05,8,102,10.3,14,4,NA,7.646666667,
FHIA02,C,10,FHIA02C10,mother,1/4/2002,7/24/2002,12/2/2002,225,75.5,132,15.2,9,122,13.4,14,4,80,7.646666667,
FHIA02,D,1,FHIA02D1,mother,1/4/2002,8/7/2002,12/2/2002,236,73,94,12.95,7,98,10.95,14,8,NA,2.933333333,
FHIA02,D,2,FHIA02D2,mother,1/4/2002,7/27/2002,12/5/2002,207,64,90,8.95,8,104,7.6,18,8,NA,2.933333333,
FHIA02,D,3,FHIA02D3,mother,1/4/2002,8/10/2002,12/7/2002,215,60,63,5.75,8,97,4.85,11,8,NA,2.933333333,
FHIA02,D,4,FHIA02D4,mother,1/4/2002,8/22/2002,12/26/2002,245,78.4,144,13.05,8,111,11.55,13,3,NA,2.933333333,
FHIA02,D,5,FHIA02D5,mother,1/4/2002,8/17/2002,12/5/2002,295,74,198,15.15,9,126,13.05,15,8,NA,2.933333333,
FHIA02,D,6,FHIA02D6,mother,1/4/2002,7/25/2002,12/5/2002,237,74.3,152,15.8,9,132,14.8,14,8,NA,2.933333333,
FHIA02,D,7,FHIA02D7,mother,1/4/2002,8/3/2002,12/5/2002,243,74.6,200,9.2,8,102,7.5,15,8,87,2.933333333,
FHIA02,D,8,FHIA02D8,mother,1/4/2002,8/13/2002,12/5/2002,261,78,130,5.85,6,60,5,12,8,106,2.933333333,
FHIA02,D,9,FHIA02D9,mother,1/4/2002,8/10/2002,NA,259,79.9,190,NA,NA,NA,NA,14,NA,NA,2.933333333,
FHIA02,D,10,FHIA02D10,mother,1/4/2002,8/17/2002,12/7/2002,186,64.5,61,5.5,8,134,4.5,14,10,97,2.933333333,
