Cultivar,Plant,Mat ID,Plant cycle,Time period,Infection index
PisangCeylan,5,PisangCeylan5,mother,sh,NA
PisangCeylan,6,PisangCeylan6,mother,sh,NA
PisangCeylan,7,PisangCeylan7,mother,sh,NA
PisangCeylan,8,PisangCeylan8,mother,sh,NA
PisangCeylan,9,PisangCeylan9,mother,sh,NA
PisangCeylan,10,PisangCeylan10,mother,sh,NA
SH3640,1,SH36401,mother,sh,NA
SH3640,2,SH36402,mother,sh,NA
SH3640,3,SH36403,mother,sh,NA
SH3640,4,SH36404,mother,sh,NA
SH3640,5,SH36405,mother,sh,NA
SH3640,6,SH36406,mother,sh,NA
SH3640,7,SH36407,mother,sh,NA
SH3640,8,SH36408,mother,sh,NA
SH3640,9,SH36409,mother,sh,NA
SH3640,10,SH364010,mother,sh,NA
TMBx52951,1,TMBx529511,mother,sh,NA
TMBx52951,2,TMBx529512,mother,sh,NA
TMBx52951,3,TMBx529513,mother,sh,NA
TMBx52951,4,TMBx529514,mother,sh,NA
TMBx52951,5,TMBx529515,mother,sh,NA
TMBx52951,6,TMBx529516,mother,sh,NA
TMBx52951,7,TMBx529517,mother,sh,NA
TMBx52951,8,TMBx529518,mother,sh,NA
TMBx52951,9,TMBx529519,mother,sh,NA
TMBx52951,10,TMBx5295110,mother,sh,NA
CRBP39,1,CRBP391,mother,sh,NA
CRBP39,2,CRBP392,mother,sh,NA
CRBP39,3,CRBP393,mother,sh,NA
CRBP39,4,CRBP394,mother,sh,NA
CRBP39,5,CRBP395,mother,sh,NA
CRBP39,6,CRBP396,mother,sh,NA
CRBP39,7,CRBP397,mother,sh,NA
CRBP39,8,CRBP398,mother,sh,NA
CRBP39,9,CRBP399,mother,sh,NA
CRBP39,10,CRBP3910,mother,sh,NA
WilliamsBell,1,WilliamsBell1,mother,sh,NA
WilliamsBell,2,WilliamsBell2,mother,sh,NA
WilliamsBell,3,WilliamsBell3,mother,sh,NA
WilliamsBell,4,WilliamsBell4,mother,sh,NA
WilliamsBell,5,WilliamsBell5,mother,sh,NA
WilliamsBell,6,WilliamsBell6,mother,sh,NA
WilliamsBell,7,WilliamsBell7,mother,sh,NA
WilliamsBell,8,WilliamsBell8,mother,sh,NA
WilliamsBell,9,WilliamsBell9,mother,sh,NA
WilliamsBell,10,WilliamsBell10,mother,sh,NA
TieuLun,1,TieuLun1,mother,sh,NA
TieuLun,2,TieuLun2,mother,sh,NA
TieuLun,3,TieuLun3,mother,sh,NA
TieuLun,4,TieuLun4,mother,sh,NA
TieuLun,5,TieuLun5,mother,sh,NA
TieuLun,6,TieuLun6,mother,sh,NA
TieuLun,7,TieuLun7,mother,sh,NA
TieuLun,8,TieuLun8,mother,sh,NA
TieuLun,9,TieuLun9,mother,sh,NA
TieuLun,10,TieuLun10,mother,sh,NA
YangambiKm5,1,YangambiKm51,ratoon,sh,NA
YangambiKm5,2,YangambiKm52,ratoon,sh,NA
YangambiKm5,3,YangambiKm53,ratoon,sh,NA
YangambiKm5,4,YangambiKm54,ratoon,sh,NA
YangambiKm5,5,YangambiKm55,ratoon,sh,NA
YangambiKm5,6,YangambiKm56,ratoon,sh,NA
YangambiKm5,7,YangambiKm57,ratoon,sh,NA
YangambiKm5,8,YangambiKm58,ratoon,sh,NA
YangambiKm5,9,YangambiKm59,ratoon,sh,NA
YangambiKm5,10,YangambiKm510,ratoon,sh,NA
PITA16,1,PITA161,ratoon,sh,8
PITA16,2,PITA162,ratoon,sh,7.5
PITA16,3,PITA163,ratoon,sh,14
PITA16,4,PITA164,ratoon,sh,8.5
PITA16,5,PITA165,ratoon,sh,9
PITA16,6,PITA166,ratoon,sh,9
PITA16,7,PITA167,ratoon,sh,10
PITA16,8,PITA168,ratoon,sh,10.5
PITA16,9,PITA169,ratoon,sh,10.5
PITA16,10,PITA1610,ratoon,sh,9
TMBx91283,1,TMBx912831,ratoon,sh,9
TMBx91283,2,TMBx912832,ratoon,sh,10.5
TMBx91283,3,TMBx912833,ratoon,sh,9
TMBx91283,4,TMBx912834,ratoon,sh,11
TMBx91283,5,TMBx912835,ratoon,sh,8
TMBx91283,6,TMBx912836,ratoon,sh,8.5
TMBx91283,7,TMBx912837,ratoon,sh,9
TMBx91283,8,TMBx912838,ratoon,sh,12.5
TMBx91283,9,TMBx912839,ratoon,sh,7.5
TMBx91283,10,TMBx9128310,ratoon,sh,10
PisangLemakManis,1,PisangLemakManis1,ratoon,sh,12.5
PisangLemakManis,2,PisangLemakManis2,ratoon,sh,12
PisangLemakManis,3,PisangLemakManis3,ratoon,sh,13
PisangLemakManis,4,PisangLemakManis4,ratoon,sh,11
PisangLemakManis,5,PisangLemakManis5,ratoon,sh,11
PisangLemakManis,6,PisangLemakManis6,ratoon,sh,15
PisangLemakManis,7,PisangLemakManis7,ratoon,sh,9
PisangLemakManis,8,PisangLemakManis8,ratoon,sh,11
PisangLemakManis,9,PisangLemakManis9,ratoon,sh,10
PisangLemakManis,10,PisangLemakManis10,ratoon,sh,10.5
Foconah,1,Foconah1,ratoon,sh,15
Foconah,2,Foconah2,ratoon,sh,8
Foconah,3,Foconah3,ratoon,sh,11.5
Foconah,4,Foconah4,ratoon,sh,9
Foconah,5,Foconah5,ratoon,sh,14
Foconah,6,Foconah6,ratoon,sh,13.5
Foconah,7,Foconah7,ratoon,sh,11
Foconah,8,Foconah8,ratoon,sh,12.5
Foconah,9,Foconah9,ratoon,sh,9.5
Foconah,10,Foconah10,ratoon,sh,8
Selangor,1,Selangor1,ratoon,sh,15
Selangor,2,Selangor2,ratoon,sh,12
Selangor,3,Selangor3,ratoon,sh,11.5
Selangor,4,Selangor4,ratoon,sh,10.5
Selangor,5,Selangor5,ratoon,sh,16.5
Selangor,6,Selangor6,ratoon,sh,13
Selangor,7,Selangor7,ratoon,sh,12.5
Selangor,8,Selangor8,ratoon,sh,14
Selangor,9,Selangor9,ratoon,sh,10.5
Selangor,10,Selangor10,ratoon,sh,15.5
PisangCeylan,1,PisangCeylan1,ratoon,sh,3
PisangCeylan,2,PisangCeylan2,ratoon,sh,1.5
PisangCeylan,3,PisangCeylan3,ratoon,sh,3
PisangCeylan,4,PisangCeylan4,ratoon,sh,2.5
PisangCeylan,5,PisangCeylan5,ratoon,sh,2
PisangCeylan,6,PisangCeylan6,ratoon,sh,0
PisangCeylan,7,PisangCeylan7,ratoon,sh,4
PisangCeylan,8,PisangCeylan8,ratoon,sh,0.5
PisangCeylan,9,PisangCeylan9,ratoon,sh,0.5
PisangCeylan,10,PisangCeylan10,ratoon,sh,1
SH3640,1,SH36401,ratoon,sh,4
SH3640,2,SH36402,ratoon,sh,4
SH3640,3,SH36403,ratoon,sh,2.5
SH3640,4,SH36404,ratoon,sh,2
SH3640,5,SH36405,ratoon,sh,0
SH3640,6,SH36406,ratoon,sh,0
SH3640,7,SH36407,ratoon,sh,1
SH3640,8,SH36408,ratoon,sh,2
SH3640,9,SH36409,ratoon,sh,4.5
SH3640,10,SH364010,ratoon,sh,1
TMBx52951,1,TMBx529511,ratoon,sh,0
TMBx52951,2,TMBx529512,ratoon,sh,0
TMBx52951,3,TMBx529513,ratoon,sh,0
TMBx52951,4,TMBx529514,ratoon,sh,1.5
TMBx52951,5,TMBx529515,ratoon,sh,0.5
TMBx52951,6,TMBx529516,ratoon,sh,2
TMBx52951,7,TMBx529517,ratoon,sh,0
TMBx52951,8,TMBx529518,ratoon,sh,0
TMBx52951,9,TMBx529519,ratoon,sh,1
TMBx52951,10,TMBx5295110,ratoon,sh,1
CRBP39,1,CRBP391,ratoon,sh,0
CRBP39,2,CRBP392,ratoon,sh,0
CRBP39,3,CRBP393,ratoon,sh,0
CRBP39,4,CRBP394,ratoon,sh,0
CRBP39,5,CRBP395,ratoon,sh,0
CRBP39,6,CRBP396,ratoon,sh,0
CRBP39,7,CRBP397,ratoon,sh,0
CRBP39,8,CRBP398,ratoon,sh,0
CRBP39,9,CRBP399,ratoon,sh,0
CRBP39,10,CRBP3910,ratoon,sh,0
WilliamsBell,1,WilliamsBell1,ratoon,sh,NA
WilliamsBell,2,WilliamsBell2,ratoon,sh,NA
WilliamsBell,3,WilliamsBell3,ratoon,sh,NA
WilliamsBell,4,WilliamsBell4,ratoon,sh,NA
WilliamsBell,5,WilliamsBell5,ratoon,sh,NA
WilliamsBell,6,WilliamsBell6,ratoon,sh,NA
WilliamsBell,7,WilliamsBell7,ratoon,sh,NA
WilliamsBell,8,WilliamsBell8,ratoon,sh,NA
WilliamsBell,9,WilliamsBell9,ratoon,sh,NA
WilliamsBell,10,WilliamsBell10,ratoon,sh,NA
TieuLun,1,TieuLun1,ratoon,sh,9
TieuLun,2,TieuLun2,ratoon,sh,8.5
TieuLun,3,TieuLun3,ratoon,sh,9
TieuLun,4,TieuLun4,ratoon,sh,5.5
TieuLun,5,TieuLun5,ratoon,sh,8
TieuLun,6,TieuLun6,ratoon,sh,4
TieuLun,7,TieuLun7,ratoon,sh,7.5
TieuLun,8,TieuLun8,ratoon,sh,7
TieuLun,9,TieuLun9,ratoon,sh,6
TieuLun,10,TieuLun10,ratoon,sh,9.5
YangambiKm5,1,YangambiKm51,mother,ha,NA
YangambiKm5,2,YangambiKm52,mother,ha,NA
YangambiKm5,3,YangambiKm53,mother,ha,NA
YangambiKm5,4,YangambiKm54,mother,ha,NA
YangambiKm5,5,YangambiKm55,mother,ha,NA
YangambiKm5,6,YangambiKm56,mother,ha,NA
YangambiKm5,7,YangambiKm57,mother,ha,NA
YangambiKm5,8,YangambiKm58,mother,ha,NA
YangambiKm5,9,YangambiKm59,mother,ha,NA
YangambiKm5,10,YangambiKm510,mother,ha,NA
PITA16,1,PITA161,mother,ha,9.5
PITA16,2,PITA162,mother,ha,8.5
PITA16,3,PITA163,mother,ha,13
PITA16,4,PITA164,mother,ha,13
PITA16,5,PITA165,mother,ha,12
PITA16,6,PITA166,mother,ha,11.5
PITA16,7,PITA167,mother,ha,11
PITA16,8,PITA168,mother,ha,10.5
PITA16,9,PITA169,mother,ha,10.5
PITA16,10,PITA1610,mother,ha,8.5
TMBx91283,1,TMBx912831,mother,ha,12.5
TMBx91283,2,TMBx912832,mother,ha,16.5
TMBx91283,3,TMBx912833,mother,ha,15
TMBx91283,4,TMBx912834,mother,ha,19
TMBx91283,5,TMBx912835,mother,ha,16.5
TMBx91283,6,TMBx912836,mother,ha,14
TMBx91283,7,TMBx912837,mother,ha,13
TMBx91283,8,TMBx912838,mother,ha,18.5
TMBx91283,9,TMBx912839,mother,ha,12.5
TMBx91283,10,TMBx9128310,mother,ha,18.5
PisangLemakManis,1,PisangLemakManis1,mother,ha,11.5
PisangLemakManis,2,PisangLemakManis2,mother,ha,12
PisangLemakManis,3,PisangLemakManis3,mother,ha,12.5
PisangLemakManis,4,PisangLemakManis4,mother,ha,15
PisangLemakManis,5,PisangLemakManis5,mother,ha,8.5
PisangLemakManis,6,PisangLemakManis6,mother,ha,14
PisangLemakManis,7,PisangLemakManis7,mother,ha,11
PisangLemakManis,8,PisangLemakManis8,mother,ha,14.5
PisangLemakManis,9,PisangLemakManis9,mother,ha,12
PisangLemakManis,10,PisangLemakManis10,mother,ha,15
Foconah,1,Foconah1,mother,ha,16.5
Foconah,2,Foconah2,mother,ha,12.5
Foconah,3,Foconah3,mother,ha,13.5
Foconah,4,Foconah4,mother,ha,15.5
Foconah,5,Foconah5,mother,ha,12
Foconah,6,Foconah6,mother,ha,14.5
Foconah,7,Foconah7,mother,ha,15
Foconah,8,Foconah8,mother,ha,15
Foconah,9,Foconah9,mother,ha,13.5
Foconah,10,Foconah10,mother,ha,12
Selangor,1,Selangor1,mother,ha,13
Selangor,2,Selangor2,mother,ha,16.5
Selangor,3,Selangor3,mother,ha,17
Selangor,4,Selangor4,mother,ha,16
Selangor,5,Selangor5,mother,ha,14.5
Selangor,6,Selangor6,mother,ha,18.5
Selangor,7,Selangor7,mother,ha,18
Selangor,8,Selangor8,mother,ha,16
Selangor,9,Selangor9,mother,ha,17.5
Selangor,10,Selangor10,mother,ha,16
PisangCeylan,1,PisangCeylan1,mother,ha,4.5
PisangCeylan,2,PisangCeylan2,mother,ha,4
PisangCeylan,3,PisangCeylan3,mother,ha,5
PisangCeylan,4,PisangCeylan4,mother,ha,3.5
PisangCeylan,5,PisangCeylan5,mother,ha,3.5
PisangCeylan,6,PisangCeylan6,mother,ha,4.5
PisangCeylan,7,PisangCeylan7,mother,ha,5.5
PisangCeylan,8,PisangCeylan8,mother,ha,2
PisangCeylan,9,PisangCeylan9,mother,ha,3
PisangCeylan,10,PisangCeylan10,mother,ha,2.5
SH3640,1,SH36401,mother,ha,5.5
SH3640,2,SH36402,mother,ha,6
SH3640,3,SH36403,mother,ha,2.5
SH3640,4,SH36404,mother,ha,7
SH3640,5,SH36405,mother,ha,6.5
SH3640,6,SH36406,mother,ha,6
SH3640,7,SH36407,mother,ha,2
SH3640,8,SH36408,mother,ha,6.5
SH3640,9,SH36409,mother,ha,4.5
SH3640,10,SH364010,mother,ha,5.5
TMBx52951,1,TMBx529511,mother,ha,2
TMBx52951,2,TMBx529512,mother,ha,0
TMBx52951,3,TMBx529513,mother,ha,0
TMBx52951,4,TMBx529514,mother,ha,1
TMBx52951,5,TMBx529515,mother,ha,2
TMBx52951,6,TMBx529516,mother,ha,4.5
TMBx52951,7,TMBx529517,mother,ha,1
TMBx52951,8,TMBx529518,mother,ha,2.5
TMBx52951,9,TMBx529519,mother,ha,4
TMBx52951,10,TMBx5295110,mother,ha,4
CRBP39,1,CRBP391,mother,ha,2.5
CRBP39,2,CRBP392,mother,ha,2
CRBP39,3,CRBP393,mother,ha,0
CRBP39,4,CRBP394,mother,ha,4
CRBP39,5,CRBP395,mother,ha,3
CRBP39,6,CRBP396,mother,ha,2.5
CRBP39,7,CRBP397,mother,ha,3
CRBP39,8,CRBP398,mother,ha,0.5
CRBP39,9,CRBP399,mother,ha,1.5
CRBP39,10,CRBP3910,mother,ha,0
WilliamsBell,1,WilliamsBell1,mother,ha,NA
WilliamsBell,2,WilliamsBell2,mother,ha,NA
WilliamsBell,3,WilliamsBell3,mother,ha,NA
WilliamsBell,4,WilliamsBell4,mother,ha,NA
WilliamsBell,5,WilliamsBell5,mother,ha,NA
WilliamsBell,6,WilliamsBell6,mother,ha,NA
WilliamsBell,7,WilliamsBell7,mother,ha,NA
WilliamsBell,8,WilliamsBell8,mother,ha,NA
WilliamsBell,9,WilliamsBell9,mother,ha,NA
WilliamsBell,10,WilliamsBell10,mother,ha,NA
TieuLun,1,TieuLun1,mother,ha,10
TieuLun,2,TieuLun2,mother,ha,8
TieuLun,3,TieuLun3,mother,ha,9.5
TieuLun,4,TieuLun4,mother,ha,8.5
TieuLun,5,TieuLun5,mother,ha,6.5
TieuLun,6,TieuLun6,mother,ha,5.5
TieuLun,7,TieuLun7,mother,ha,8
TieuLun,8,TieuLun8,mother,ha,6
TieuLun,9,TieuLun9,mother,ha,9
TieuLun,10,TieuLun10,mother,ha,9
YangambiKm5,1,YangambiKm51,ratoon,ha,NA
YangambiKm5,2,YangambiKm52,ratoon,ha,NA
YangambiKm5,3,YangambiKm53,ratoon,ha,NA
YangambiKm5,4,YangambiKm54,ratoon,ha,NA
YangambiKm5,5,YangambiKm55,ratoon,ha,NA
YangambiKm5,6,YangambiKm56,ratoon,ha,NA
YangambiKm5,7,YangambiKm57,ratoon,ha,NA
YangambiKm5,8,YangambiKm58,ratoon,ha,NA
YangambiKm5,9,YangambiKm59,ratoon,ha,NA
YangambiKm5,10,YangambiKm510,ratoon,ha,NA
PITA16,1,PITA161,ratoon,ha,8.5
PITA16,2,PITA162,ratoon,ha,9
PITA16,3,PITA163,ratoon,ha,15
PITA16,4,PITA164,ratoon,ha,9
PITA16,5,PITA165,ratoon,ha,9
PITA16,6,PITA166,ratoon,ha,9.5
PITA16,7,PITA167,ratoon,ha,9.5
PITA16,8,PITA168,ratoon,ha,11
PITA16,9,PITA169,ratoon,ha,10.5
PITA16,10,PITA1610,ratoon,ha,9
TMBx91283,1,TMBx912831,ratoon,ha,15
TMBx91283,2,TMBx912832,ratoon,ha,12.5
TMBx91283,3,TMBx912833,ratoon,ha,10
TMBx91283,4,TMBx912834,ratoon,ha,14.5
TMBx91283,5,TMBx912835,ratoon,ha,15
TMBx91283,6,TMBx912836,ratoon,ha,16.5
TMBx91283,7,TMBx912837,ratoon,ha,16
TMBx91283,8,TMBx912838,ratoon,ha,17
TMBx91283,9,TMBx912839,ratoon,ha,10.5
TMBx91283,10,TMBx9128310,ratoon,ha,15
PisangLemakManis,1,PisangLemakManis1,ratoon,ha,13
PisangLemakManis,2,PisangLemakManis2,ratoon,ha,12.5
PisangLemakManis,3,PisangLemakManis3,ratoon,ha,12.5
PisangLemakManis,4,PisangLemakManis4,ratoon,ha,15
PisangLemakManis,5,PisangLemakManis5,ratoon,ha,14.5
PisangLemakManis,6,PisangLemakManis6,ratoon,ha,14
PisangLemakManis,7,PisangLemakManis7,ratoon,ha,10
PisangLemakManis,8,PisangLemakManis8,ratoon,ha,9
PisangLemakManis,9,PisangLemakManis9,ratoon,ha,11.5
PisangLemakManis,10,PisangLemakManis10,ratoon,ha,10
Foconah,1,Foconah1,ratoon,ha,18
Foconah,2,Foconah2,ratoon,ha,10
Foconah,3,Foconah3,ratoon,ha,12
Foconah,4,Foconah4,ratoon,ha,13.5
Foconah,5,Foconah5,ratoon,ha,15
Foconah,6,Foconah6,ratoon,ha,15
Foconah,7,Foconah7,ratoon,ha,14.5
Foconah,8,Foconah8,ratoon,ha,13.5
Foconah,9,Foconah9,ratoon,ha,12
Foconah,10,Foconah10,ratoon,ha,10.5
Selangor,1,Selangor1,ratoon,ha,19
Selangor,2,Selangor2,ratoon,ha,16.5
Selangor,3,Selangor3,ratoon,ha,17
Selangor,4,Selangor4,ratoon,ha,18
Selangor,5,Selangor5,ratoon,ha,17.5
Selangor,6,Selangor6,ratoon,ha,20
Selangor,7,Selangor7,ratoon,ha,19.5
Selangor,8,Selangor8,ratoon,ha,20.5
Selangor,9,Selangor9,ratoon,ha,18
Selangor,10,Selangor10,ratoon,ha,20
PisangCeylan,1,PisangCeylan1,ratoon,ha,4
PisangCeylan,2,PisangCeylan2,ratoon,ha,2
PisangCeylan,3,PisangCeylan3,ratoon,ha,2.5
PisangCeylan,4,PisangCeylan4,ratoon,ha,3
PisangCeylan,5,PisangCeylan5,ratoon,ha,3
PisangCeylan,6,PisangCeylan6,ratoon,ha,0
PisangCeylan,7,PisangCeylan7,ratoon,ha,3.5
PisangCeylan,8,PisangCeylan8,ratoon,ha,1
PisangCeylan,9,PisangCeylan9,ratoon,ha,2
PisangCeylan,10,PisangCeylan10,ratoon,ha,3
SH3640,1,SH36401,ratoon,ha,6
SH3640,2,SH36402,ratoon,ha,4.5
SH3640,3,SH36403,ratoon,ha,3.5
SH3640,4,SH36404,ratoon,ha,4
SH3640,5,SH36405,ratoon,ha,0
SH3640,6,SH36406,ratoon,ha,2.5
SH3640,7,SH36407,ratoon,ha,4
SH3640,8,SH36408,ratoon,ha,4.5
SH3640,9,SH36409,ratoon,ha,5.5
SH3640,10,SH364010,ratoon,ha,3.5
TMBx52951,1,TMBx529511,ratoon,ha,0
TMBx52951,2,TMBx529512,ratoon,ha,0.5
TMBx52951,3,TMBx529513,ratoon,ha,1.5
TMBx52951,4,TMBx529514,ratoon,ha,2
TMBx52951,5,TMBx529515,ratoon,ha,2
TMBx52951,6,TMBx529516,ratoon,ha,3
TMBx52951,7,TMBx529517,ratoon,ha,0
TMBx52951,8,TMBx529518,ratoon,ha,2.5
TMBx52951,9,TMBx529519,ratoon,ha,2
TMBx52951,10,TMBx5295110,ratoon,ha,2.5
CRBP39,1,CRBP391,ratoon,ha,0
CRBP39,2,CRBP392,ratoon,ha,0
CRBP39,3,CRBP393,ratoon,ha,0
CRBP39,4,CRBP394,ratoon,ha,0
CRBP39,5,CRBP395,ratoon,ha,0
CRBP39,6,CRBP396,ratoon,ha,0
CRBP39,7,CRBP397,ratoon,ha,0
CRBP39,8,CRBP398,ratoon,ha,0
CRBP39,9,CRBP399,ratoon,ha,0
CRBP39,10,CRBP3910,ratoon,ha,0
WilliamsBell,1,WilliamsBell1,ratoon,ha,NA
WilliamsBell,2,WilliamsBell2,ratoon,ha,NA
WilliamsBell,3,WilliamsBell3,ratoon,ha,NA
WilliamsBell,4,WilliamsBell4,ratoon,ha,NA
WilliamsBell,5,WilliamsBell5,ratoon,ha,NA
WilliamsBell,6,WilliamsBell6,ratoon,ha,NA
WilliamsBell,7,WilliamsBell7,ratoon,ha,NA
WilliamsBell,8,WilliamsBell8,ratoon,ha,NA
WilliamsBell,9,WilliamsBell9,ratoon,ha,NA
WilliamsBell,10,WilliamsBell10,ratoon,ha,NA
TieuLun,1,TieuLun1,ratoon,ha,10.5
TieuLun,2,TieuLun2,ratoon,ha,10.5
TieuLun,3,TieuLun3,ratoon,ha,12.5
TieuLun,4,TieuLun4,ratoon,ha,10.5
TieuLun,5,TieuLun5,ratoon,ha,13
TieuLun,6,TieuLun6,ratoon,ha,9.5
TieuLun,7,TieuLun7,ratoon,ha,13
TieuLun,8,TieuLun8,ratoon,ha,14
TieuLun,9,TieuLun9,ratoon,ha,11.5
TieuLun,10,TieuLun10,ratoon,ha,10
