Number_K,Number_H,Country_ID,Envnt,Env_ID,plot_name.y,accession_name.y,plot_number.y,plot_id,block_number,is_a_control,rep_number,row_number,col_number,Number_G,location_name.y,which_cycle.y,Block_ID.y,Plot_ID.y,New_Genotype,Genotype_ID.y,New_Geno,Geno_ID,Number_of_functional_leaves_count_at_harvesting_COMP_0000296_mean,harvest_sucker_functional_leaves.CO_325.0000676_mean,Tallest_sucker_height_in_cm_at_harvesting_COMP.0000306_mean,Rank_of_oldest_standing_leaf_count_at_harvesting_COMP.0000310_mean,harvest_leafspot_number_standing_leaves.CO_325.0000759_mean,Black_Sigatoka_disease_infection_index_at_harvesting_COMP.0000281_mean,Youngest_leaf_spotted_rank_at_harvesting_COMP.0000307_mean,Index_of_non_spotted_leaves_calculation_at_harvesting_COMP.0000294_mean,harvest_youngest_leaf_with_BLS_symptoms_mean,harvest_fusarium_rating_external.CO_325.0000750_mean,Bunch_weight_in_kg_at_harvesting_COMP.0000282_mean,Number_of_hands_in_bunch_count_at_harvesting_COMP.0000297_mean,Multiple_hand_weight_in_kg_at_harvesting_COMP.0000308_mean,Average_hand_weight_in_kg_at_harvesting_COMP.0000279_mean,harvest_rachis_weight.CO_325.0000670_mean,harvest_number_fingers_bunch.CO_325.0000717_mean,Average_number_of_fingers_in_hand_calculation_at_harvesting_COMP.0000309_mean,Days_planting_to_shooting_mean,Days_planting_to_harvest_mean,Days_shooting_harvest_mean,harvest_average_finger_weight.CO_325.0000335_mean,Average_finger_external_length_in_cm_CO_325.0000338_mean,harvest_average_finger_circumf.CO_325.0000345_mean,harvest_average_finger_diameter.CO_325.0000349_mean,Average_fruit_pulp_lateral_diameter_in_cm_CO_325.0000353_mean,Average_finger_peel_thickness_in_mm_CO_325.0000356_mean,Previous_Cycle_Days_planting_to_harvest_mean,Cycle_Length,Days_Year,Annual_Crop_Cycle_Proportion,Plants_per_Ha,Bunch_Yield_t_per_Ha_per_Yr,MHW_Yield_tons_per_Ha_per_Yr,REMOVE_FROM_ANALYSIS_BWT_0,Dup_Plot_Remove,Data_Del
11,3,Uganda,Ka_fp,1,2016_Kawanda_11,Nakitembe,11,125362,1,1,1,2,3,11,Kawanda,firstplant,1,11,Nakitembe    ,35,Nakitembe    ,35,2.222222222,8.111111111,235.5555556,8.777777778,8.777777778,19.55935012,6.222222222,58.56381273,6.222222222,1,5.911111111,5.333333333,5.855555556,1.101666667,0.055555556,73.44444444,13.44444444,330.125,462.4444444,118.125,0.116666667,12.90740741,11.46296296,3.501851852,2.933333333,2.777777778,0,462.4444444,365,0.789283998,1111,5.183420952,5.13470459,No,,
12,4,Uganda,Ka_fp,1,2016_Kawanda_12,NARITA 9,12,125376,1,NA,1,2,4,12,Kawanda,firstplant,1,12,NARITA_09    ,9,NARITA_17    ,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,No,No,Yes
13,5,Uganda,Ka_fp,1,2016_Kawanda_13,NARITA 7,13,125415,1,NA,1,2,5,13,Kawanda,firstplant,1,13,NARITA_07    ,7,NARITA_07    ,7,1.75,10.75,297.5,10.625,10.625,8.798400674,9.125,67.65151515,8.25,1,12.275,6.625,14.1875,2.187604167,-1.9125,84.375,12.625,377.6666667,516.875,125.8333333,16.7625,15.47916667,12.70833333,3.80625,3.129166666,3.083333333,0,516.875,365,0.706166868,1111,9.630368319,11.13082285,No,,
14,6,Uganda,Ka_fp,1,2016_Kawanda_14,NARITA 10,14,125404,1,NA,1,2,6,14,Kawanda,firstplant,1,14,NARITA_10    ,10,NARITA_10    ,10,0.166666667,9,215.8333333,9.5,9.5,12.45971621,7.333333333,56.42676768,6.5,1,8.616666667,6.666666667,7.866666667,1.162678571,0.75,106.5,15.33333333,305.25,475.8333333,143.25,16.75,13.94444444,9.694444444,2.816666667,2.247222222,2.138888889,0,475.8333333,365,0.767075307,1111,7.343301402,6.704135903,No,,
15,7,Uganda,Ka_fp,1,2016_Kawanda_15,NARITA 2,15,125377,1,NA,1,2,7,15,Kawanda,firstplant,1,15,NARITA_02    ,2,NARITA_02    ,2,1.625,10.625,295,9.75,9.75,1.620370371,3.375,23.30357143,3.375,1,17.05,7.75,15.7,2.021875,1.35,115,14.375,282.5714286,419.25,129.4285714,0.1,17,11.5625,3.5875,3.039583333,2.875,0,419.25,365,0.870602266,1111,16.49142695,15.18565414,No,,
16,8,Uganda,Ka_fp,1,2016_Kawanda_16,NARITA 21,16,125347,1,NA,1,2,8,16,Kawanda,firstplant,1,16,NARITA_21    ,21,NARITA_21    ,21,4.636363636,10.72727273,239.0909091,10.63636364,10.63636364,6.944385581,7.090909091,56.9626081,7.090909091,1,14.3,8.272727273,14.5,1.703517316,-0.2,112.7272727,13.09090909,255.5,402.9,145.4444444,0.101515152,15.65151515,11.71212121,3.721212121,3.046969697,2.984848485,0,402.9,365,0.905931993,1111,14.39281335,14.59411144,No,,
17,9,Uganda,Ka_fp,1,2016_Kawanda_17,Mbwazirume,17,125394,1,1,1,3,1,17,Kawanda,firstplant,1,17,Mbwazirume   ,29,Mbwazirume   ,29,0.777777778,7.888888889,210.5555556,8.333333333,8.333333333,29.91402116,5.333333333,44.76190476,4.666666667,1,16.32222222,6.777777778,15.84444444,2.33531746,0.477777778,106.1111111,15.22222222,459.3333333,565.4444444,106.1111111,16.77777778,16.05555556,13.33333333,4.396296296,3.62037037,3.203703704,0,565.4444444,365,0.645509923,1111,11.70566978,11.36302594,No,,
18,10,Uganda,Ka_fp,1,2016_Kawanda_18,NARITA 23,18,125345,1,NA,1,3,2,18,Kawanda,firstplant,1,18,NARITA_23    ,23,NARITA_23    ,23,1.916666667,10.33333333,255,10.75,10.75,9.528781404,8.916666667,69.00495338,8.75,1,16.775,9,16.73333333,1.806226852,0.041666667,132.25,14.16666667,340.5,519.25,142.3,22.32361111,15.77777778,12.43055555,4.033333333,3.294444445,3.152777778,0,519.25,365,0.702936928,1111,13.10065311,13.06811298,No,,
19,11,Uganda,Ka_fp,1,2016_Kawanda_19,Williams,19,125387,1,1,1,3,3,19,Kawanda,firstplant,1,19,Williams     ,34,Williams     ,34,0.909090909,8.181818182,155,8.272727273,8.272727273,13.00166164,6.363636364,60.45356159,6.363636364,1,12.96363636,7.818181818,12.24545455,1.580205628,0.718181818,114.8181818,14.18181818,332.1,472.6363636,140.8,0.1,17.62121212,10.96969697,3.386363636,2.762121212,3.060606061,0,472.6363636,365,0.772263897,1111,11.122608,10.50641864,No,,
20,13,Uganda,Ka_fp,1,2016_Kawanda_20,NARITA 6,20,125356,1,NA,1,3,4,20,Kawanda,firstplant,1,20,NARITA_06    ,6,NARITA_06    ,6,0,7.8,226,8,8,15.23809524,5.8,58.0952381,5.8,1,4.62,7,4.1,0.585714286,0.52,96.6,13.2,355.2,511,145.25,0.1,11.2,8.533333333,2.48,1.986666667,2.266666667,0,511,365,0.714285714,1111,3.6663,3.253642857,No,,
21,14,Uganda,Ka_fp,1,2016_Kawanda_21,Kisansa,21,125340,1,1,1,3,5,21,Kawanda,firstplant,1,21,Kisansa      ,30,Kisansa      ,30,0.142857143,8,228.5714286,8,8,19.09013605,5.571428571,56.6553288,5.571428571,1,7.742857143,5.142857143,7.171428571,1.363095238,0.571428571,66.85714286,12.71428571,376.4285714,500.5714286,124.1428571,0.107142857,14.38095238,11.66666667,3.585714286,2.845238095,2.714285714,0,500.5714286,365,0.729166667,1111,6.272520833,5.809604166,No,,
22,15,Uganda,Ka_fp,1,2016_Kawanda_22,NARITA 13,22,125411,1,NA,1,3,6,22,Kawanda,firstplant,1,22,NARITA_13    ,13,NARITA_13    ,13,1.333333333,9.333333333,218.3333333,9.444444444,9.444444444,8.100382128,7.666666667,61.08465609,6.333333333,1,8.844444444,7.222222222,9.1,1.25489418,-0.255555556,102.8888889,13.88888889,349.75,498.6666667,150.375,11.2,14.64814815,10.64814815,3.151851852,2.537037037,2.537037037,0,498.6666667,365,0.731951872,1111,7.192289215,7.400106617,No,,
23,16,Uganda,Ka_fp,1,2016_Kawanda_23,Gros michel,23,125414,1,1,1,3,7,23,Kawanda,firstplant,1,23,Gros_Michel  ,33,Gros_Michel  ,33,0,9,400,10,10,30,7,0,0,1,6,6,6.4,1.066666667,-0.4,65,10,463,589,126,100,14.66666667,10.16666667,3.25,2.733333333,2,0,589,365,0.619694397,1111,4.130882852,4.406275042,No,,
24,17,Uganda,Ka_fp,1,2016_Kawanda_24,NARITA 18,24,125408,1,NA,1,3,8,24,Kawanda,firstplant,1,24,NARITA_18    ,18,NARITA_18    ,18,0.555555556,8.666666667,193.5555556,8,8,8.436213992,4.333333333,32.3633157,4.333333333,1,14.45555556,7.444444444,15.45555556,2.154669312,-1,119.2222222,15.88888889,383.3333333,525.2222222,141.8888889,0.103703704,15.72222222,11.55555555,3.588888889,2.957407407,3.055555555,0,525.2222222,365,0.694943939,1111,11.1608846,11.93296732,No,,
25,18,Uganda,Ka_fp,1,2016_Kawanda_25,NARITA 23,25,125399,2,NA,1,1,9,25,Kawanda,firstplant,2,25,NARITA_23    ,23,NARITA_23    ,23,0.625,10,223.125,10,10,6.691919193,7.25,59.45165945,7.25,1,14.4375,8.125,13.6,1.659375,0.8375,111.875,13.375,333.375,478,144.625,0.114583333,15.375,13.0625,3.995833333,3.24375,3.270833333,0,478,365,0.763598326,1111,12.24816488,11.53766527,No,,
26,19,Uganda,Ka_fp,1,2016_Kawanda_26,NARITA 21,26,125344,2,NA,1,1,10,26,Kawanda,firstplant,2,26,NARITA_21    ,21,NARITA_21    ,21,3.285714286,8.428571429,221.4285714,9,9,5.896464647,6.142857143,48.48484848,6.142857143,1,11.57142857,7.142857143,11.6,1.571003401,-0.028571429,100.2857143,13.57142857,260.8571429,413.4285714,152.5714286,0.1,15.23809524,11.69047619,3.471428571,2.814285714,2.714285714,0,413.4285714,365,0.882861092,1111,11.34993607,11.37796061,No,,
27,20,Uganda,Ka_fp,1,2016_Kawanda_27,NARITA 16,27,125351,2,NA,1,1,11,27,Kawanda,firstplant,2,27,NARITA_16    ,16,NARITA_16    ,16,1.833333333,8.666666667,260.8333333,9.166666667,9.166666667,14.93802108,6.916666667,63.91774892,6.916666667,1,9.933333333,5.416666667,8.841666667,1.681898148,1.091666667,79.33333333,14,371.5833333,507.9166667,136.3333333,0.100972222,18.94444444,9.916666667,3.055555556,2.545833333,2.5,0,507.9166667,365,0.718621821,1111,7.930662509,7.059088023,No,,
28,21,Uganda,Ka_fp,1,2016_Kawanda_28,Williams,28,125400,2,1,1,1,12,28,Kawanda,firstplant,2,28,Williams     ,34,Williams     ,34,0,7.7,165.5,8.4,8.4,16.64880952,6.1,59.78571429,6.1,1,12.2,7.6,10.7,1.410365079,1.5,105.6,13.6,357.1111111,498.2,144.2222222,0.1,17.88333333,11.68333334,3.466666667,2.82,3.033333333,0,498.2,365,0.732637495,1111,9.930315134,8.709374749,No,,
29,22,Uganda,Ka_fp,1,2016_Kawanda_29,NARITA 22,29,125370,2,NA,1,1,13,0,Kawanda,firstplant,2,29,.,.,NARITA_22    ,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,YES,,
30,24,Uganda,Ka_fp,1,2016_Kawanda_30,NARITA 11,30,125397,2,NA,1,1,14,29,Kawanda,firstplant,2,30,NARITA_11    ,11,NARITA_11    ,11,3.2,9.8,256,10,10,5.611111111,8.4,74,8.4,1,13.36,7.6,13.2,1.749285714,0.16,136.8,17.4,302.6,471.8,169.2,0.1,16.76666667,11.23333333,3.323333333,2.72,2.566666667,0,471.8,365,0.773632895,1111,11.48300212,11.34548114,No,,
31,25,Uganda,Ka_fp,1,2016_Kawanda_31,Nakitembe,31,125360,2,1,1,1,15,30,Kawanda,firstplant,2,31,Nakitembe    ,35,Nakitembe    ,35,0.9,8.1,249,7.9,7.9,14.39285714,5.9,61.64285714,5.9,1,8.37,5.3,7.89,1.447857143,0.48,64.4,11.9,364.625,468.3,112.625,0.133333333,15.21666667,12.4,3.826666667,3.123333333,3.15,0,468.3,365,0.779414905,1111,7.24783376,6.83218738,No,,
32,26,Uganda,Ka_fp,1,2016_Kawanda_32,Pisang Ceylan,32,125337,2,1,1,1,16,31,Kawanda,firstplant,2,32,Pisang_Ceylan,31,Pisang_Ceylan,31,7.166666667,12.66666667,318.3333333,12.25,12.25,5.581455582,8.75,37.33058608,5.333333333,1,15.06666667,9.666666667,15.72916667,1.646628788,-0.6625,129.3333333,12.83333333,408.2727273,553.5,142.1818182,35.74444445,12.56944445,11.66666667,3.601388889,2.991666667,2.833333333,0,553.5,365,0.659439928,1111,11.03840892,11.52378143,No,,
33,27,Uganda,Ka_fp,1,2016_Kawanda_33,Gros michel,33,125336,2,1,1,2,9,32,Kawanda,firstplant,2,33,Gros_Michel  ,33,Gros_Michel  ,33,0.666666667,7.111111111,202.7777778,7.111111111,7.111111111,32.21560847,4.333333333,42.57936508,3.888888889,1,7.633333333,5.555555556,6.855555556,1.232962963,0.777777778,71.66666667,12.55555556,467,599.1111111,132.1111111,11.2,14.40740741,10.35185185,3.381481481,2.696296296,3,0,599.1111111,365,0.609235905,1111,5.166706324,4.64025881,No,,
34,28,Uganda,Ka_fp,1,2016_Kawanda_34,NARITA 12,34,125428,2,NA,1,2,10,33,Kawanda,firstplant,2,34,NARITA_12    ,12,NARITA_12    ,12,0.714285714,7.857142857,226.4285714,7.857142857,7.857142857,6.088435375,6,58.79818594,6,1,10.62857143,7.714285714,9.9,1.293282313,0.728571429,137.8571429,17.71428571,321.4285714,484.1428571,162.7142857,0.1,15.33333333,10.16666667,2.923809524,2.419047619,2.261904762,0,484.1428571,365,0.753909708,1111,8.902424316,8.292177487,No,,
35,29,Uganda,Ka_fp,1,2016_Kawanda_35,Cachaco,35,125361,2,1,1,2,11,34,Kawanda,firstplant,2,35,Cachaco      ,32,Cachaco      ,32,0.181818182,7.545454545,318.6363636,8.818181818,8.818181818,33.00975119,5.545454545,30.95730028,3.545454545,1,8.863636364,5.181818182,8.118181818,1.591038961,0.745454545,55.54545455,10.36363636,412.3636364,566.7272727,154.3636364,84.93333333,13.95454546,13.81818182,4.322727273,3.48030303,3.696969697,0,566.7272727,365,0.644048765,1111,6.342270212,5.808869025,No,,
36,30,Uganda,Ka_fp,1,2016_Kawanda_36,NARITA 24,36,125420,2,NA,1,2,12,35,Kawanda,firstplant,2,36,NARITA_24    ,24,NARITA_24    ,24,0.2,7.9,287.5,8.4,8.4,30.70664983,5.6,22.36363636,2.5,1,17.61,8.6,17.13,1.989583333,0.48,163.2,18.7,418.4444444,581,158.3333333,50.14,14.5,11.01666667,3.498333333,2.88,2.75,0,581,365,0.628227194,1111,12.29108287,11.95606188,No,,
37,31,Uganda,Ka_fp,1,2016_Kawanda_37,NARITA 4,37,125429,2,NA,1,2,13,36,Kawanda,firstplant,2,37,NARITA_04    ,4,NARITA_04    ,4,2.777777778,9.555555556,230,9.555555556,9.555555556,4.328603495,7.777777778,65.32948533,7.777777778,1,14.81111111,6.777777778,13.47777778,1.960515873,1.333333333,108.7777778,15.55555556,381.5555556,533.6666667,152.1111111,0.107407407,16.61111111,11.12962963,3.488888889,2.842592593,2.925925926,0,533.6666667,365,0.683947533,1111,11.25445544,10.24130117,No,,
40,34,Uganda,Ka_fp,1,2016_Kawanda_38,NARITA 9,38,125426,2,NA,1,2,14,39,Kawanda,firstplant,2,38,NARITA_17    ,9,NARITA_17    ,17,5.5,13.5,270,13,13,4.487179487,11.5,80.76923077,11.5,1,24.5,11.5,22.2,1.934848485,2.3,180.5,15.5,431,552.5,121.5,0.1,17.16666667,10.91666667,3.491666667,2.825,3.25,0,552.5,365,0.660633484,1111,17.98211312,16.29399638,No,No,No
41,35,Uganda,Ka_fp,1,2016_Kawanda_39,NARITA 2,39,125372,2,NA,1,2,15,40,Kawanda,firstplant,2,39,NARITA_02    ,2,NARITA_02    ,2,1,9.333333333,289.1666667,9.333333333,9.333333333,3.838383838,2.333333333,16.7524605,2.333333333,1,11.7,7,11.51666667,1.578869048,0.183333333,100.6666667,13.66666667,351.1666667,480,126.8,0.1,15.58333333,10.58333333,3.294444444,2.708333333,2.722222222,0,480,365,0.760416667,1111,9.884428125,9.729543926,No,,
42,37,Uganda,Ka_fp,1,2016_Kawanda_40,NARITA 7,40,125403,2,NA,1,2,16,41,Kawanda,firstplant,2,40,NARITA_07    ,7,NARITA_07    ,7,3.833333333,11.25,327.9166667,10.83333333,10.83333333,11.54963092,8.25,54.96244496,6.833333333,1,22.41666667,7.916666667,20.425,2.560945767,1.991666667,124.6666667,15.5,452.7272727,575.1666667,122.6363636,0.483333333,17.33333333,13.23611111,4.211111111,3.415277778,3.513888889,0,575.1666667,365,0.634598667,1111,15.80462692,14.40042401,No,,
43,38,Uganda,Ka_fp,1,2016_Kawanda_41,NARITA 10,41,125375,2,NA,1,3,9,42,Kawanda,firstplant,2,41,NARITA_10    ,10,NARITA_10    ,10,0.375,9,251.25,9.625,9.625,19.60039382,7,55.20833334,6.5,1,13.675,7.75,12.6125,1.621230159,1.0625,136,17,370.4285714,523.125,151,12.5875,14.3125,9.979166668,3.033333333,2.464583333,2.208333333,0,523.125,365,0.697729988,1111,10.60055938,9.776932736,No,,
44,39,Uganda,Ka_fp,1,2016_Kawanda_42,NARITA 14,42,125412,2,NA,1,3,10,43,Kawanda,firstplant,2,42,NARITA_14    ,14,NARITA_14    ,14,2.666666667,10.66666667,220.5555556,10.55555556,10.44444444,7.81986532,8.777777778,68.14814815,8.444444444,1,10.62222222,6.555555556,10.33333333,1.54957672,0.288888889,93.22222222,13.66666667,393.625,540,155,11.01481481,16.07407407,10.94444444,3.368518518,2.805555556,2.814814815,0,540,365,0.675925926,1111,7.976797118,7.759854936,No,,
45,40,Uganda,Ka_fp,1,2016_Kawanda_43,NARITA 13,43,125430,2,NA,1,3,11,44,Kawanda,firstplant,2,43,NARITA_13    ,13,NARITA_13    ,13,6.6,12.2,254,12.2,12.2,4.618945869,10.8,79.36324786,10.8,1,14.34,7.6,12.92,1.706428571,1.42,103.8,13,337.25,495.75,143,0.1,15.7,12.16666667,3.616666667,2.91,3,0,495.75,365,0.736258195,1111,11.72987413,10.56833848,No,,
46,41,Uganda,Ka_fp,1,2016_Kawanda_44,NARITA 18,44,125348,2,NA,1,3,12,45,Kawanda,firstplant,2,44,NARITA_18    ,18,NARITA_18    ,18,0.444444444,9.111111111,214.4444444,9.111111111,9.111111111,17.92555181,6.444444444,53.2996633,5.888888889,1,16.72222222,7.888888889,16.62222222,2.091402116,0.1,134,16.55555556,398.1111111,539.6666667,141.5555556,0.203703704,15.62962963,12.05555556,3.690740741,3.061111111,2.833333333,0,539.6666667,365,0.676343422,1111,12.56537111,12.49022936,No,,
47,42,Uganda,Ka_fp,1,2016_Kawanda_45,Kisansa,45,125384,2,1,1,3,13,46,Kawanda,firstplant,2,45,Kisansa      ,30,Kisansa      ,30,0.166666667,7.833333333,266.6666667,8.166666667,8.166666667,19.2989418,6,36.74603175,3.833333333,1,14.325,6.166666667,13.525,2.13984127,0.8,88.75,13.91666667,436.7272727,553.4166667,113.2727273,42.33472222,15.68055556,12.48611111,4.169444444,3.458333333,3.111111111,0,553.4166667,365,0.659539226,1111,10.49661625,9.910417783,No,,
48,43,Uganda,Ka_fp,1,2016_Kawanda_46,Mbwazirume,46,125413,2,1,1,3,14,47,Kawanda,firstplant,2,46,Mbwazirume   ,29,Mbwazirume   ,29,0.4,7.7,258,8.3,8.3,27.89351852,5.5,34.86111111,3.5,1,19.23,7.3,18.6417,2.557524603,0.5883,111.9,15,476.2222222,587.8,107.1111111,56.97166667,16.93333333,13.78333333,4.59,3.868333333,3.083333333,0,587.8,365,0.62095951,1111,13.26650808,12.86064814,No,,
49,44,Uganda,Ka_fp,1,2016_Kawanda_47,NARITA 8,47,125424,2,NA,1,3,15,48,Kawanda,firstplant,2,47,NARITA_08    ,8,NARITA_08    ,8,1,8.5,265,7.5,7.5,3.703703704,4,30.55555556,4,1,20.75,7.5,21,2.786607143,-0.25,124.5,16,462,570,108,0.1,17.75,12.5,4.025,3.375,3,0,570,365,0.640350877,1111,14.76216886,14.94002632,No,,
50,45,Uganda,Ka_fp,1,2016_Kawanda_48,NARITA 6,48,125365,2,NA,1,3,16,49,Kawanda,firstplant,2,48,NARITA_06    ,6,NARITA_06    ,6,0.5,9.5,221.25,9,9,13.42592593,7,38.75,4.75,1,12.75,8.75,13.525,1.540625,-0.775,128.5,14.25,403.5,577,173.5,50.05,13.125,10.04166667,3.108333333,2.495833333,2.833333334,0,577,365,0.632582322,1111,8.960686742,9.505355936,No,,
